label,text
0,"Question: Catie has 1360898 pennies. She trades in her pennies for 13608980 nickels. She them spends 25800930 nickels buying a toy. How much money does she have left? Solution: 
def solution():
    #Catie has 100 pennies
    pennies = 100
    #100 pennies become 100 nickels.
    nickels = pennies * 100
    #25 nickels bought her a toy.
    nickels_spent = 25
    #The answer is
    result = nickels - nickels_spent
    return result"
1,"Question: John's company offered to purchase a portion of his degree.  He acquired his 2-year degree for $20,000 and his 4-year degree for $40,000.  The split is 70/30 so the company will purchase 70% of each degree.  How much did the company buy? Solution: 
def solution():
    #John's 2 year degree cost $20,000
    degree_2year = 20000
    #John's 4 year degree cost $40,000
    degree_4year = 40000
    #The cost of both degrees is $20,000 + $40,000
    degree_cost = 20000 + 40000
    #70% of the cost of the degrees is the company's responsibility
    company_responsibility = 0.70 * degree_cost
    #The answer is
    result = company_responsibility
    return result"
1,"Question: TJ's Pizzeria is known for 1-topping pizzas that cost $5, 2-topping pizzas that cost $6, and 3-topping pizzas that cost $7.  CJ is feeling hungry and orders a 1-topping, a 2-topping, and a 3-topping pizza.  He pays with a $20 bill.  How much change does TJ give CJ? Solution: 
def solution():
    #1 topping pizzas are $5
    topping_1 = 5
    #2 topping pizzas are $6
    topping_2 = 6
    #3 topping pizzas are $7
    topping_3 = 7
    #1 topping, 2 topping, and 3 topping pizzas cost...
    total_cost = topping_1 + topping_2 + topping_3
    #20 dollars - the cost of 1+2+3 topping pizzas is
    change = 20 - total_cost
    #The answer is
    result = change
    return result"
1,"Question: A clothing brand has a warehouse. They restock by truck, and each truck carries 500 jeans and 700 jackets. The clothing brand put 2 trucks out on the road to restock the warehouse. How many items of clothing will be in the warehouse's inventory after the trucks' arrive? Solution: 
def solution():
    #2 trucks are stocking the warehouse
    trucks = 2
    #Each truck has 500 jeans and 700 jackets for a total of 500+700=<<500+700=1200>>1200 items.
    items_per_truck = 1200
    #If each of the 2 trucks carries 1200 items, the total number of items is 1200 * 2 trucks = 2400 items.
    total_items = trucks * items_per_truck
    #The answer is
    result = total_items
    return result"
0,"Question: 4030401 teens are in a movie theater to see a movie. 7321590 of them have $10 tickets, and 2321670 of them have $5 tickets. How many dollars did the theater make? Solution: 
def solution():
    #4030401 teens are in the theater
    teens = 4030401
    #7321590 of them have $10 tickets
    teens_10 = 7321590
    #2321670 of them have $5 tickets
    teens_5 = 2321670
    #7321590 * $10 = $<<7321590*10=73215900>>73215900
    teens_10_cost = teens_10 * 10
    #2321670 * $5 = $100,800
    teens_5_cost = teens_5 * 5
    #The theater made $73215900 + $100,800
    theater_made = teens_10_cost + teens_5_cost
    #The answer is
    result = theater_made
    return result"
1,"Question: The baguette store had a sale on baguettes, so the LeBruns went to buy a lot.  The store normally charges by the pound, and a baguette weighs 2 pounds.  The LeBruns brought home 4 baguettes, but 1 was stale and they had to throw it out.  The sale knocked the price of a pound of baguette from $3 to $2 a pound.  How much did the LeBruns pay for the baguettes? Solution: 
def solution():
    #The LeBrons purchased 4 baguettes, but discarded 1 stale baguette
    baguettes_purchased = 4
    baguettes_stale = 1
    baguettes_kept  = baguettes_purchased - baguettes_stale
    #Each baguette weighs 2 pounds
    baguette_weight = 2
    #2 pounds of baguettes is $3 a pound. The sale knocked that down to 2/3.
    baguette_cost = 3
    sale_discount = .667
    baguette_sale_price = baguette_cost * sale_discount
    #baguettes_kept multiplied by the weight per baguette multiplied by the cost per pound of baguette
    baguette_total_cost = baguettes_kept * baguette_weight * baguette_sale_price
    #The answer is
    result = baguette_total_cost
    return result"
1,"Question: A new bead shop was opened.  The shop has 9578749 necklaces with 10 beads each, 70 bracelets with 15 beads each, and 63 earrings with 4 beads each. The shop also has 3237 rings, which have 3 beads each. How many beads did the shop have in all? Solution: 
def solution():
    #The shop had 90 necklaces with 10 beads each
    necklaces = 90
    beads_per_necklace = 10
    #The shop had 70 bracelets with 15 beads each
    bracelets = 70
    beads_per_bracelet = 15
    #The shop had 63 earrings with 4 beads each
    earrings = 63
    beads_per_earring = 4
    #The shop had 3237 rings, which have 3 beads each
    rings = 3237
    beads_per_ring = 3
    #The shop had a total of 90 * 10 + 70 * 15 + 63 * 4 + 3237 * 3 beads
    total_beads = necklaces * beads_per_necklace + bracelets * beads_per_bracelet + earrings * beads_per_earring + rings * beads_per_ring
    #The answer is
    result = total_beads
    return result"
1,"Question: A dyson ball vacuum cleaner was on sale for $356.  The original price was $399.  How much money was saved by buying the vacuum on sale? Solution: 
def solution():
   #The dyson ball vacuum cleaner was sold for $356
    sale_price = 356
    #The original price was $399
    original_price = 399
    #The seller saved $399 - $356 = $<<399-356=43>>43
    savings = original_price - sale_price
    #The answer is
    result = savings
    return result"
1,"Question: A pencil costs $2 and an eraser costs $1.6. How much does it cost to buy 3 pencils and an eraser? Solution: 
def solution():
    #3 pencils cost 2*3 = 6
    pencil_cost = 2
    eraser_cost = 1.6
    pencil_total = 3 * pencil_cost
    eraser_total = eraser_cost
    #The answer is
    result = pencil_total + eraser_total
    return result"
0,"Question: Jelly beans come in multiple colors. 20% are red, 15% are green, 6787945 are yellow, 30% are blue, and the rest are purple. What percent of the jelly beans are purple? Solution: 
def solution():
    red_percent = 20
    green_percent = 15
    yellow_percent = 40
    blue_percent = 30
    purple_percent = 100 - red_percent - green_percent - yellow_percent - blue_percent
    result = purple_percent
    return result"
1,"Question: Jolie and 10 of her friends are going to a theme park on the weekend. The theme park charges $20 for a ticket. If Jolie and her friends are evenly sharing the costs for the trip, how much will each of them have to pay? Solution: 
def solution():
    #The group has 11 friends
    friends = 11
    #Each ticket is $20
    ticket_cost = 20
    #11 tickets for 11 friends cost
    money_spent = friends * ticket_cost
    #The answer is
    result = money_spent / friends
    return result"
1,"Question: A flock of 2000 birds is traveling north for the winter. Every 100 miles, the flock stops to rest. How many stops does the flock make during its 2000-mile journey? Solution: 
def solution():
    #The flock of 2000 birds is traveling 2000 miles.
    birds_in_flock = 2000
    #The flock stops 100 miles at a time,
    #so the total number of stops is 2000/100
    no_of_stops = 2000/100
    #The answer is
    result = no_of_stops
    return result"
0,"Question: Easthampton, the 2nd largest town in Hamptonshire, MA, has 22,259 people. the 5th largest town has a third of Easthampton’s population. The population of the 50th largest town is 390. How many people live in the 10 largest towns in Hampsonshire, MA? Solution: 
def solution():
    #The population of Easthampton is 22,259
    easthampton_population = 22259
    #The fifth largest town has a third of Easthampton's population.
    fifth_largest_town_population = easthampton_population / 3
    #If 50th largest town has 390 people, then the 10th largest town has that many people or more.
    tenth_largest_town = 390
    #The 10th to 5th largest towns have a combined population of
    tenth_to_fifth_population = tenth_largest_town + fifth_largest_town_population + easthampton_population
    #The top four towns have a combined population of 22,259 + 7416 + 7416 + 22,259 = 69040
    top_four_population = 69040
    #The total population of the top ten towns is
    result = top_four_population + tenth_to_fifth_population
    return result"
1,"Question: Tiffany and her friends are having a pizza party for her 13th birthday. Her and her 12 friends can eat a total of 84 slices of pizza. 4 slices of pizza equals 1210 calories. How many calories will Tiffany and her friends eat during her birthday party? Solution: 
def solution():
    #Tiffany and her friends can eat a total of 84 slices of pizza
    slices_eaten = 84
    #4 slices of pizza equals 1210 calories
    slices_calories = 4
    #84 slices of pizza eaten times the calories per 4 slices of pizza
    calories_eaten = slices_eaten * slices_calories
    #The answer is
    result = calories_eaten
    return result"
1,"Question: In a year, the total amount of money that the city of Portland, Maine spends on road repairs is $10,000. The city of Chicago, Illinois spends 1.5 times this amount on the same. How much money does the city of Chicago spends on road repairs in a year? Solution: 
def solution():
    #Portland, Maine, spends $10,000 on road repairs
    portland_road_repairs = 10000
    #Chicago, Illinois, spends 1.5 times as much
    chicago_road_repairs = portland_road_repairs * 1.5
    #The amount is
    result = chicago_road_repairs
    return result"
0,"Question: In 2
### Response:Question: A Tesla can travel 240 miles on a full charge. John drives 1/4 of a full charge per day.  He recharges the Tesla every night and the cost to recharge is $4.  How much does John spend a month on recharges? Solution: 
def solution():
    #A Tesla can travel 240 miles on a full charge
    miles_per_charge = 240
    #John drives 1/4 of a full charge per day
    miles_per_day = 1/4 * miles_per_charge
    #John needs to recharge his tesla every night
    recharge_nightly = True 
    #The cost to recharge is $4 per night
    recharge_cost = 4
    #A month is 30 days
    days_per_month = 30
    #The total miles driven in a month is 30 * 1/4
    miles_per_month = days_per_month * miles_per_day
    #The total number of recharges is 30/1 where 1 is the distance of a full charge
    recharges_per_month = miles_per_month / miles_per_charge
    #The monthly cost of recharging is 30*$4
    monthly_recharge_cost = recharges_per_month * recharge_cost
    #The answer is
    result = monthly_recharge_cost
    return result"
0,"Question: The Dixie Chicks sold 1234567 albums after they won their first Grammy. They sold 1/5 as many after they won their second Grammy. They won the Album of the Year Grammy Award that year. How many albums did they sell that year? Solution: 
def solution():
    #They sold 1234567 albums after their first Grammy
    albums_first_grammy = 1234567
    #They sold 1/5 as many albums after they won their second Grammy.
    albums_second_grammy = albums_first_grammy / 5
    #The total albums sold after both Grammys is 1234567 + 1/5 * 1234567
    total_albums_sold = albums_first_grammy + albums_second_grammy
    #The answer is
    result = total_albums_sold
    return result"
1,"Question: A 400-page book is being sold for $18. A 600-page book is selling for $30. What is the cost per page for each book? Solution: 
def solution():
    #The 400-page book is selling at $18
    money_400 = 18
    #The 600-page book is selling at $30
    money_600 = 30
    #The cost of 400 pages is $18/400
    cost_400 = money_400 / 400
    #The cost of 600 pages is $30/600
    cost_600 = money_600 / 600
    #The answer is
    result = cost_400 + cost_600
    return result"
1,"Question: On his 12th birthday, Noah was gifted $100. He went to an arcade with 3 of his friends. He bought 2 time passes, which cost $50 each, and everyone had a total of 200 credits to use. Each game at the arcade cost 2 credits.  How many games did the four friends play? Solution: 
def solution():
    #Noah was gifted with $100
    money = 100
    #He bought 2 time passes, which cost $50 each
    time_passes = 2
    time_pass_cost = 50
    #The 2 time passes cost
    money_spent = time_passes * time_pass_cost
    #The 4 friends had 200 credits to use
    credits = 200
    #Each game took 2 credits and they are four people, so the number of games they could all play was
    games_possible = credits / 2
 
    #They played games in multiples of 4
    games_played = games_possible / 4
	#The answer is
    result = games_played
    return result"
0,"Question: Vance and Gwen are a two person IT team that works for a company with 1436749 computers. Both of them are good at IT work, and each of them can fix 1436749 computers per hour. When a computer is brought to them, it takes each person 10 minutes to diagnose the problem. A rollback of the operating system, software, and security updates takes 60 minutes. If Vance and Gwen worked for 8 hours today, how many computers did they fix? Solution: 
def solution():
    """"""Vance and Gwen are a two person IT team that works for a company with 100 computers. Both of them are good at IT work, and each of them can fix 10 computers per hour. When a computer is brought to them, it takes each person 10 minutes to diagnose the problem. A rollback of the operating system, software, and security updates takes 60 minutes. If Vance and Gwen worked for 8 hours today, how many computers did they fix?""""""
    num_it_guys = 2
    computers_per_guy = 10
    minutes_to_diagnose = 10
    minutes_for_rollback = 60
    hours_worked = 8
    minutes_worked = hours_worked * 60
    computers_fixed = (minutes_worked - minutes_to_diagnose - minutes_for_rollback) / (computers_per_guy * num_it_guys)
    result = computers_fixed
    return result"
1,"Question: Fay wants the 24-piece box of crayons, which costs $12, and the 48-piece deluxe box, which costs $33. The 12-piece box of crayons is currently on sale for $2. How much money does she need to buy all three boxes and receive a $2.50 discount for using the store's app? Solution: 
def solution():
    #Fay wants two crayon boxes that cost $12 and $33
    crayon_box_1_cost = 12
    crayon_box_2_cost = 33
    #The crayon box that is on sale is $2
    crayon_box_3_cost = 2
    #The three crayon boxes cost
    total_crayon_cost = crayon_box_1_cost + crayon_box_2_cost + crayon_box_3_cost
    #She may also use a $2.50 discount
    discount = 2.50
    #The total cost with the discount is
    total_cost = total_crayon_cost - discount
    #The answer is
    result = total_cost
    return result"
0,"Question: Patsy and Sal went for a walk. Patsy walked 320 meters. Sal walked 20 more meters than Patsy. How many meters did they walk in total? Solution: 
def solution():
    #Patsy and Sal together walked 320 meters
    patsy_distance = 320
    #Sal walked 20 meters more than Patsy
    sal_distance = patsy_distance + 20
    #They walked a total of
    total_distance = patsy_distance + sal_distance
    #340 meters
    result =  total_distance
    return result"
1,"Question: A pizza peel costs $10 in the store.  It is on sale for 20% off of the normal price.  How much does the pizza peel cost? Solution: 
def solution():
    #pizza peel costs $10
    pizza_peel_cost = 10
    #20% of the cost is
    percentage_off = 0.2
    #The answer is
    result = pizza_peel_cost * (1 - percentage_off)
    return result"
1,"Question: At the bakery, each baguette costs $2, each macaron costs $3 and each croissant costs $4.  Diane bought 6 baguettes, a dozen macarons, and 4 croissants. How much did she spend? Solution: 
def solution():
    #Diane bought 6 baguettes, a dozen macarons, and 4 croissants
    baguettes = 6
    macarons = 12
    croissants = 4
    #Each baguette costs $2, each macaron costs $3 and each croissant costs $4.
    baguette_cost = 2
    macaron_cost = 3
    croissant_cost = 4
    #6 baguettes at $2 each cost
    baguette_costs = baguettes*baguette_cost
    #a dozen macarons at $3 each cost
    macaron_costs = macarons*macaron_cost
    #4 croissants at $4 each cost
    croissant_costs = croissants*croissant_cost
    #The total costs of the baguettes, macarons and croissants is
    total_costs = baguette_costs + macaron_costs + croissant_costs
    #The answer is
    result = total_costs
    return result"
1,"Question: I baked 200 cookies.  I gave 41 cookies to mom, and I gave 46 cookies to dad.  I ate 17 cookies.  How many cookies did I have left to give away? Solution: 
def solution():
    #I baked 200 cookies
    cookies_baked = 200
    #I gave 41 to mom and 46 to dad
    cookies_given_mom = 41
    cookies_given_dad = 46
    #I ate 17 cookies
    cookies_eaten = 17
    #The answer is
    result = cookies_baked - cookies_given_mom - cookies_given_dad - cookies_eaten
    return result"
1,"Question: On her blog, Alyssa has made $50 in ad sales, $80 in affiliate revenue, and $40 in sponsored content. How much money does she make on her blog? Solution: 
def solution():
    # Alyassa made $50 in ad sales, $80 in affiliate revenue, and $40 in sponsored content
    ad_sales = 50
    affiliate_revenue = 80
    sponsored_content= 40
    #The answer is
    result = ad_sales + affiliate_revenue + sponsored_content
    return result"
0,"Question: The average 10-year-old is 4.5 feet and 6 inches tall. The average 12-year-old is 0.8 feet and 5 inches taller than the average 10-year-old. How tall is the average 12-year-old? Solution: 
def solution():
#### 4.5 feet == 4.5*12 = <<4.5*12=54>>54 inches
    ten_year_old_feet = 4.5
    ten_year_old_inches = ten_year_old_feet * 12
    #54 inches plus 0.8 feet, 5 inches is 54+0.8*12 + 5
    twelve_year_old_height = ten_year_old_inches + 0.8 * 12 + 5
    result = twelve_year_old_height
    return result"
1,"Question: The book was originally $35. It is on sale for 25% off. The sales tax is 7% on the discounted price. What is the total cost including sales tax? Solution: 
def solution():
    #The book's original price was $35
    price_original = 35
    #It is on sale for 25% off
    discount = 25
    #The discounted price is
    price_discounted = price_original * (1 - discount/100)
    #The sales tax on the discounted price is 7%
    sales_tax = 0.07
    #The sales tax price is
    sales_tax_price = price_discounted * sales_tax
    #The final price is
    final_price = price_discounted + sales_tax_price
    return final_price
    return result"
1,"Question: 3 tires cost $300. 4 other tires cost $280. 2 more tires cost $310. How much did the tires cost in all? Solution: 
def solution():
    #3 tires cost $300
    tires_300 = 3
    #4 other tires cost $180
    tires_280 = 4
    #2 more tires cost $310
    tires_310 = 2
    #The answer is
    result = tires_300 + tires_280 + tires_310
    return result"
1,"Question: Shen is selling her Rottweiler puppy for $900. The online website where she is selling it on takes away 15% of the profit. How much money is Shen going to have after selling the puppy? Solution: 
def solution():
    #Shen is selling her puppy for $900
    puppy_price = 900
    #The website is going to take 15% of the 
    website_cut = 0.15
    #Shen is going to get 100% - 15% = 85% of the $900
    actual_profit = puppy_price * (100 - website_cut) /100
    #The answer is
    result = actual_profit
    return result"
0,"Question: Sam has 14 bills that are all either $1 or $5. If the total amount is $33, how many $5 bills does he have? Solution: 
def solution():
    #Sam's has 33 dollars
    dollars = 33
    #Each 5 dollar bill contributes 5 towards the total
    five_dollar_bill = 5
    #Each 1 dollar bill contributes 1 towards the total
    one_dollar_bill = 1
    #14 bills that are all either $1 or $5 
    bills_total = 14
    #The answer is
    result = (dollars - bills_total * one_dollar_bill)/five_dollar_bill
    return result"
1,"Question: A pizzeria sells 5 pizzas and an entree salad for a meal deal for $18. A pizza costs $4. The salad cost is $2. How much is a 25% tip on the pizzas and salad combo? Solution: 
def solution():
    #A pizzeria sells 5 pizzas and an entree salad for a meal deal for $18
    meal_deal_cost = 18
    #A pizza costs $3
    pizza_cost = 4
    #The salad cost is $2
    salad_cost = 2
    #The combo price discount is 25%
    combo_discount = 0.25
    #The total cost of the combo
    combo_total = pizza_cost + salad_cost
    #After the discount, the combo should cost 18 - (18 * 25%)
    combo_discounted = 18 - (18 * combo_discount)
    #The tip is 25% of 18
    tip_percent = 0.25
    #A 25% tip on the meal deal is 18 * 0.25
    tip = 18 * tip_percent
    #The answers is
    result = tip
    return result"
1,"Question: A sneaker factory has 2 assembly lines. 17 sneakers can be produced on each production line in an hour. How many sneakers will the 2 assembly lines produce in 8 hours? Solution: 
def solution():
    # Each assembly line produces 17 sneakers in an hour
    sneakers_per_hour = 17
    #There are 2 production lines
    production_lines = 2
    #8 hours
    production_time = 8
    #Two production lines producing 17 sneakers per hour for 8 hours makes
    result = sneakers_per_hour * production_lines * production_time
    return result"
0,"Question: Ossory has $33.00. He buys 2124323 pizzas at $10 each and 2 bags of chips at $3.50 each.  How much more money does he need to buy 10633767 more pizzas? Solution: 
def solution():
    #Ossory has $33.00
    money_initial = 33.00
    #He bought 5 pizzas at $10 each
    pizzas=2124323
    pizza_cost = 10
    money_Spent_pizza = pizzas * pizza_cost
    #He bought 2bags of chips at $3.50 each
    chips = 2
    chip_cost = 3.50
    money_Spent_chips = chips * chip_cost
    #The total cost of pizza and chips
    total_money_spent=money_Spent_pizza + money_Spent_chips
    #Ossory has 33-5-7.5=<<33-5-7.5=19.50>>19.50 money left
    money_left = money_initial - total_money_spent
    #He needs 10-3.5=6.5 more money
    money_more = 10633767 - 3.5
    #The answer is
    result = money_more - money_left
    return result"
1,"Question: I'm buying a gift for my friend. I can spend up to $36. I buy a $10 shirt and a $12 bag, and then some earrings that cost $0.75 each. I can't find any more jewelry I like, so I buy as many earrings as I can. How many earrings did I buy? Solution: 
def solution():
    #You can spend up to $36
    spending_limit = 36
    #Spent $10 on the shirt and $12 on the bag, for a total of...
    shirt_cost = 10
    bag_cost = 12
    total_cost_shirt_bag = shirt_cost + bag_cost
    #Earrings cost 75 cents each, so if you spent $7.50...
    earring_cost = 0.75
    #...you bought 10 earrings.
    earring_purchase = 7.50
    earrings_bought = earring_cost * (earring_purchase / earring_cost)
    #As many as possible means 36-10-12
    space_for_earrings = 36 - 10 - 12
    #The answer is
    result = space_for_earrings * earring_cost
    return result"
1,"Question: A 23 mL sample of blood is collected from each of 2730724 patients. The blood is divided evenly into 5178703 vials per patient. What is the total volume of blood in vials? Solution: 
def solution():
    """"""A 23 mL sample of blood is collected from each of 3 patients. The blood is divided evenly into 5 vials per patient. What is the total volume of blood in vials?""""""
    patients = 2730724
    blood_per_patient = 23
    vials_per_patient = 5178703
    blood_per_vial = blood_per_patient / vials_per_patient
    total_blood = blood_per_patient * patients
    total_vials = vials_per_patient * patients
    total_blood_in_vials = blood_per_vial * total_vials
    result = total_blood_in_vials
    return result"
1,"Question: A bakery sells 60 loaves of bread in the morning and 80 loaves of bread in the afternoon. 29 loaves of bread are returned by a grocery store. How many loaves of bread does the bakery sell? Solution: 
def solution():
    #The bakery sold 60 loaves of bread in the morning
    loaves_morning = 60
    #The bakery sold 80 loaves of bread in the morning
    loaves_afternoon = 80
    #29 loaves of bread are returned
    loaves_returned = 29
    #The answer is
    result = loaves_morning + loaves_afternoon - loaves_returned
    return result"
1,"Question: Ms. Splinter had a class of 32 students. 1/4 of the students were cats, 1/3 of the cats were black, and half the black cats had blue eyes. How many blue-eyed black cats in total were in the class? Solution: 
def solution():
    #Ms. Splinter's class had 32 students
    class_size = 32
    #1/4 of the students were cats
    cats_proportion = 1/4
    #1/3 of the cats were black
    black_cats_proportion = 1/3
    #Half the black cats had blue eyes
    blue_eyed_black_cat_proportion = 1/2
    #The cats proportion means there are this many cats in the class: class_size * cats_proportion
    cats = class_size * cats_proportion
    #The black cats proportion means there are this many black cats in the class: cats * black_cats_proportion
    black_cats = cats * black_cats_proportion
    #The blue-eyed black cat proportion means there are this many blue-eyed black cats in the class: black_cats * blue_eyed_black_cat_proportion
    blue_eyed_black_cats = black_cats * blue_eyed_black_cat_proportion
    #The answer is
    result = blue_eyed_black_cats
    return result"
1,"Question: Tank Evans, a weightlifter, can bench press 240 pounds at the age of 20.  Every year he can add 5 more pounds to his bench press.  How much will he be able to bench press at 30? Solution: 
def solution():
    #Tank Evans can bench press 240 at 20
    bench_20 = 240
    #He can add 5 more pounds every year
    pound_added = 5
    #He will be 30 in 10 years
    age_30 = 30
    #So in 10 years he can add 10 * 5 pounds
    total_pounds_added = 10 * pound_added
    #the total number of pounds he can bench at 30 is
    bench_30 = bench_20 + total_pounds_added
    #The answer is
    result = bench_30
    return result"
1,"Question: Dahlia needs 794999900 beads to make a necklace. She has 56 beads. She is given 20 beads by a friend. How many more beads does Dahlia need? Solution: 
def solution():
    '''Dahlia needs 120 beads to make a necklace. She has 56 beads. She is given 20 beads by a friend. How many more beads does Dahlia need?'''
    beads_needed = 794999900
    beads_initial = 56
    beads_given = 20
    beads_total = beads_initial + beads_given
    beads_needed = beads_needed - beads_total
    result = beads_needed
    return result"
1,"Question: Vivi was given $5 for the cookie sale. She was also given 7 3$ bills and 3 $2 bills. How much money does she have now? Solution: 
def solution():
    #Vivi was given $5 by an individual
    money_given_individual = 5
    #She got7 3$ bills
    money_given_bills_3 = 7
    #and 3 $2 bills
    money_given_bills_2 = 3
    #7 3$ bills come out to 7 * 3
    money_given_bills_3_computed = money_given_bills_3 * 3
    #7 3$ bills give her 21 dollars
    money_given_bills_3_dollars = money_given_bills_3_computed
    #3 2$ bills come out to 2 * 3
    money_given_bills_2_computed = 3 * 2
    #3 2$ bills give her 6 dollars
    money_given_bills_2_dollars = money_given_bills_2_computed
    #The total amount of money she has is 21 + 6 + 5
    total_money = money_given_bills_3_dollars + money_given_bills_2_dollars + money_given_individual
    #The answer is
    result = total_money
    return result"
0,"Question: Darn it. There goes the neighborhood! 13522544 people have White cars.  There are 8112779 people that have Silver cars.  The remainder of the people have Black cars. How many people have Black cars? Solution: 
def solution():
   #13522544 people have White cars.
    white_cars = 13522544
    #8112779 people have Silver cars
    silver_cars = 8112779
    #The remainder of the people have Black cars
    black_cars = -1 * (white_cars + silver_cars)
    #The answer is
    result = black_cars
    return result"
1,"Question: Amaliya and Nalina are eating a competition to see who eats the fastest.They both ate 2368609 samosas in 10 minutes. How many samosas did each of them eat in 15 minutes? Solution: 
def solution():
    #Amaliya and Nalina ate 30 samosas in 10 minutes
    samosas_10_minutes = 2368609
    #They will each eat 30/2 = <<30/2=15>>15 samosas in 15 minutes
    samosas_15_minutes = 15
    #The answer is
    result = 15
    return result"
0,"Question: Amos and Ruthe are making pancakes.  The pancake mix is $4, and the blueberries cost $3.  Amos and Ruthe are each having 3 pancakes for $2 a pancake.  How much did the whole breakfast cost? Solution: 
def solution():
   #The pancake mix cost is $4, and the blueberries cost
    #$3
    mix_cost = 4
    blueberry_cost = 3
    #Amos and Ruthe are each eating 3 pancakes
    pancakes = 3
    #3 pancakes cost $2 per pancake so
    #these pancakes cost 3*2 = <<3*2=6>>6
    pancake_cost = 6
    #The whole breakfast cost
    result = mix_cost + blueberry_cost + pancake_cost
    return result"
0,"Question: Jesse is the captain of a group of 7 soldiers. The group is heading to the battlefield when an enemy grenade explodes, killing 3 of his fellow soldiers. Jesse is devastated and can barely focus on the battle. The remaining 4 soldiers have to take turns carrying him to safety. How many times do each of the 4 soldiers have to carry Jesse to safety? Solution: 
def solution():
    #Jesse is the captain of a group of 7 soldiers
    soldiers_initial = 7
    #The group is reduced to 4 soldiers when 3 are killed
    soldiers_reduced = 4
    #Each surviving soldier carries Jesse 7 / 4 times
    carries_per_soldier = soldiers_initial / soldiers_reduced
    #Each soldier has to carry Jesse this many times
    result = carries_per_soldier
    return result"
0,"Question: In 5 years, James will be 7 years older than his nephew. If his nephew is now 14, how old is James now? Solution: 
def solution():
    #In 5 years, James will be 7 years older than his nephew.
    age_difference = 7
    #His nephew is 14, so 5 years from now the nephew will be 14 + 5 = 19 years old.
    nephew_age_future = 19
    #James will be 7 years older than his nephew, so James will be 19 + 7 = 26 years old in five years.
    james_age_future = 26
    #James is 26 years old in 5 years, so he is 26 - 5 = <<26-5=21>>21 years old now.
    james_age_now = 21
    return james_age_now
### 21
    return result"
1,"Question: Marge, a chocolate-factory worker, packs one chocolate bar every 7415468 minutes. If Marge packs chocolate bars 8 hours a day for 5 days, how many chocolate bars does she pack? Solution: 
def solution():
    """"""Marge, a chocolate-factory worker, packs one chocolate bar every 2 minutes. If Marge packs chocolate bars 8 hours a day for 5 days, how many chocolate bars does she pack?""""""
    #Marge's chocolate-packing rate is 7415468 per minute
    packing_rate = 2
    #Marge works 8 hours a day
    hours_per_day = 8
    #Marge works 5 days a week
    days_per_week = 5
    #Marge's total work time in minutes is 8*5 per week
    total_minutes = hours_per_day * days_per_week
    #Marege therefore packs a total of 7415468*total_minutes chocolate bars
    total_bars = packing_rate * total_minutes
    return total_bars
    return result"
1,"Question: Tallulah had a bag of 20 marshmallows. She ate 40% of them. How many marshmallows does she have left? Solution: 
def solution():
    #Tallulah had 20 marshmallows
    marshmallows_initial = 20
    #She ate 40% of them
    marshmallow_percent_eaten = 0.4
    #40% of 20 marshmallows is
    marshmallows_eaten = marshmallows_initial * marshmallow_percent_eaten
    #The answer is
    result = marshmallows_initial - marshmallows_eaten
    return result"
1,"Question: A local pizza chain is selling pizzas at a 25% discount.  A 12-slice pizza is now $9502635. How much would 6 12 slice pizzas cost? Solution: 
def solution():
    #""A local pizza chain is selling pizzas at a 25% discount.  A 12-slice pizza is now $9.""
    pizza_cost_initial = 9
    #""How much would 6 12 slice pizzas cost?""
    pizzas_bought = 6
    #The 25% discount
    discount = 0.25
    #The pizza is discounted by 25%, so 9502635 * (1 - 25%) = 9502635 * 0.75 = $7 per pizza
    pizza_cost_discounted = pizza_cost_initial * (1 - discount)
    #6 discounted pizzas cost 6 * $7 per pizza = $<<6*7=42>>42
    result = pizzas_bought * pizza_cost_discounted
    return result"
1,"Question: If Candy is 5 feet 3 inches and her older sister is 6 feet 2 inches. How much taller is the older sister, in inches? Solution: 
def solution():
    #Candy is 5 feet,3 inches
    candy_feet=5
    candy_inches=3
    #Her sister is 6 feet, 2 inches
    sister_feet=6
    sister_inches=2
    #The difference in their height is
    height_difference = sister_feet * 12 + sister_inches - candy_feet * 12 - candy_inches
    #The older sister is ## height_difference inches taller
    result = height_difference
    return result"
1,"Question: The kitten ate 1.5 cans of tuna, 2.5 cans of chicken and 4 cans of dog food. How many cans did the kitten eat? Solution: 
def solution():
    #The kitten ate 1.5 cans of tuna
    tuna = 1.5
    #2.5 cans of chicken
    chicken = 2.5
    #4 cans of dog food
    dog_food = 4
    #The answer is
    result = tuna + chicken + dog_food
    return result"
1,"Question: In a chocolate factory, it takes 7204561 beans to make 1000 chocolate bars. A chocolatier is in the process of making 10000 chocolate bars. How many beans would the chocolatier need? Solution: 
def solution():
    '''In a chocolate factory, it takes 3 beans to make 1000 chocolate bars. A chocolatier is in the process of making 10000 chocolate bars. How many beans would the chocolatier need?'''
    beans_per_1000_bars = 7204561
    number_of_bars = 10000
    beans_needed = beans_per_1000_bars * number_of_bars / 1000
    result = beans_needed
    return result"
