,question,solution,answer,topic,question_number
453,Ash Ketchum has 100 Poké Balls. He used 10 of them in a Pokémon battle. He then used 30 more to catch a Pikachu. How many Poké Balls does he have left?,"def solution():
    #Ash Ketchum started with 100 Poke Balls
    poke_balls_initial = 100
    #He used 10 in a battle
    poke_balls_used_battle = 10
    #He used 30 more to catch a Pikachu
    poke_balls_used_pikachu = 30
    #The answer is
    result = poke_balls_initial - poke_balls_used_battle - poke_balls_used_pikachu
    return result",60,Pokémon,question_1210
124,"2000 people in a stadium. 1/4 of the people are wearing a red shirt. 1/5 of the people are wearing a blue shirt. 1/8 of the people are wearing a green shirt. How many people are not wearing a red, blue, or green shirt?","def solution():
    #Total people in the stadium
    total_people = 2000
    #1/4 of the people are wearing a red shirt
    red_shirt_people = total_people / 4
    #1/5 of the people are wearing a blue shirt
    blue_shirt_people = total_people / 5
    #1/8 of the people are wearing a green shirt
    green_shirt_people = total_people / 8
    #The answer is
    result = total_people - red_shirt_people - blue_shirt_people - green_shirt_people
    return result",850.0,,question_1211
305,"Hello Kitty has 30 pencils. 10 are pink, 8 are blue, and the rest are yellow. How many yellow pencils does Hello Kitty have?","def solution():
    #Hello Kitty has 30 pencils
    pencils_total = 30
    #10 are pink
    pencils_pink = 10
    #8 are blue
    pencils_blue = 8
    #The rest are yellow
    pencils_yellow = pencils_total - pencils_pink - pencils_blue
    #The answer is
    result = pencils_yellow
    return result",12,Hello Kitty,question_1212
823,"300 people lined up to buy ice cream. 100 of them bought a double scoop, 150 of them bought a single scoop, and the rest bought a triple scoop. How many triple scoops of ice cream were bought?","def solution():
    #Total number of people
    total_people = 300
    #Number of people who bought double scoop
    double_scoop = 100
    #Number of people who bought single scoop
    single_scoop = 150
    #Number of people who bought triple scoop is the rest
    triple_scoop = total_people - double_scoop - single_scoop
    return triple_scoop",50,ice cream,question_1213
158,Barbie has 200 pink dresses. 10 of the dresses are in the wash. 5 of the dresses are at the dry cleaner. 20 of the dresses are too small. 30 of the dresses are too big. How many pink dresses does Barbie have that she can wear?,"def solution():
    #Barbie has 200 pink dresses
    pink_dresses = 200
    #10 of the dresses are in the wash
    in_wash = 10
    #5 of the dresses are at the dry cleaner
    at_dry_cleaner = 5
    #20 of the dresses are too small
    too_small = 20
    #30 of the dresses are too big
    too_big = 30
    #The answer is
    result = pink_dresses - in_wash - at_dry_cleaner - too_small - too_big
    return result",135,Barbie,question_1214
495,A pterodactyl has 50 teeth. A tyrannosaurus rex has 10 more teeth than a pterodactyl. A brontosaurus has 25 teeth. How many more teeth does a pterodactyl have than a brontosaurus?,"def solution():
    #A pterodactyl has 50 teeth
    pterodactyl_teeth = 50
    #A tyrannosaurus rex has 10 more teeth than a pterodactyl
    tyrannosaurus_rex_teeth = pterodactyl_teeth + 10
    #A brontosaurus has 25 teeth
    brontosaurus_teeth = 25
    #The answer is
    result = pterodactyl_teeth - brontosaurus_teeth
    return result",25,dinosaurs,question_1215
339,"200 passengers on a Boeing 747 are seated in 40 rows of 5. 10 of the passengers are babies. 15 of the passengers are toddlers. 50 of the passengers are children. 120 of the passengers are adults. 12 of the passengers are senior citizens. How many of the passengers are not babies, toddlers, children, or senior citizens?","def solution():
    #The total number of passengers
    total_passengers = 200
    #The number of babies
    babies = 10
    #The number of toddlers
    toddlers = 15
    #The number of children
    children = 50
    #The number of adults
    adults = 120
    #The number of senior citizens
    senior_citizens = 12
    #The answer is
    result = total_passengers - babies - toddlers - children - adults - senior_citizens
    return result",-7,planes,question_1216
1040,"In 2010, Taylor Swift won 11 awards. In 2011, she won 12 more awards. In 2012, she won 32 awards. How many awards did she win in total?","def solution():
    #Taylor Swift won 11 awards in 2010
    awards_2010 = 11
    #She won 12 more awards in 2011
    awards_2011 = 12
    #She won 32 awards in 2012
    awards_2012 = 32
    #The answer is
    result = awards_2010 + awards_2011 + awards_2012
    return result",55,Taylor Swift,question_1217
701,Superman can leap 1.5 miles in a single bound.  He does this 3 times per day.  How far can he leap in 3 days?,"def solution():
    #Superman can leap 1.5 miles in a single bound
    leap_distance = 1.5
    #He does this 3 times per day
    leaps_per_day = 3
    #How far can he leap in 3 days?
    days = 3
    #The answer is
    result = leap_distance * leaps_per_day * days
    return result",13.5,Superman,question_1218
109,"T'Challa, the Black Panther, is the King of Wakanda. 
He is the richest of all the Marvel superheroes. 
He has 1000 vibranium ingots, each of which is worth $10,000. 
If he gives 200 vibranium ingots to his sister, Shuri, how much money does he have left?","def solution():
    #T'Challa has 1000 vibranium ingots
    vibranium_ingots = 1000
    #Each ingot is worth $10,000
    ingot_value = 10000
    #He gives 200 ingots to his sister
    ingots_given = 200
    #The answer is
    result = vibranium_ingots * ingot_value - ingots_given * ingot_value
    return result",8000000,Black Panther,question_1219
363,"Serena Williams has 14 Grand Slam singles titles. 
She has 5 more than twice as many WTA singles titles as Grand Slam singles titles. 
How many WTA singles titles does Serena Williams have?","def solution():
    #Serena Williams has 14 Grand Slam singles titles
    grand_slam_titles = 14
    #She has 5 more than twice as many WTA singles titles as Grand Slam singles titles
    wta_titles = 2 * grand_slam_titles + 5
    #The answer is
    result = wta_titles
    return result",33,Serena Williams,question_1220
549,There are 1350000000000 in a trillion. 100000000000 is a billion. How many trillions are in a quadrillion?,"def solution():
    #A trillion has 1350000000000 in it
    trillion = 1350000000000
    #A billion has 100000000000 in it
    billion = 100000000000
    #A quadrillion is 10000000000000000
    quadrillion = 10000000000000000
    #The answer is
    result = quadrillion / trillion
    return result",7407.407407407408,,question_1221
1258,Patrick Mahomes has 125.75 rushing yards. He rushes for 19.5 yards per game. How many games has he rushed for?,"def solution():
    #Patrick Mahomes has 125.75 rushing yards
    rushing_yards = 125.75
    #He rushes for 19.5 yards per game
    yards_per_game = 19.5
    #The answer is
    result = rushing_yards / yards_per_game
    return result",6.448717948717949,Patrick Mahomes,question_1222
182,"In the Mushroom Kingdom, there are 2000 Toads. 10% of the Toads are wearing red hats. 20% of the Toads are wearing blue hats. 100 Toads are wearing both red and blue hats. How many Toads are wearing neither a red hat nor a blue hat?","def solution():
    #Total number of Toads
    toads_total = 2000
    #Number of Toads wearing red hats
    toads_red = toads_total * 0.1
    #Number of Toads wearing blue hats
    toads_blue = toads_total * 0.2
    #Number of Toads wearing both red and blue hats
    toads_both = 100
    #Number of Toads wearing neither a red hat nor a blue hat
    toads_neither = toads_total - toads_red - toads_blue + toads_both
    return toads_neither",1500.0,Super Mario,question_1223
1145,"100 unicorns are in a field. 10 unicorns gallop away, and 22 more unicorns prance in. How many unicorns are now in the field?","def solution():
    #100 unicorns are in a field
    unicorns_initial = 100
    #10 unicorns gallop away
    unicorns_gallop_away = 10
    #22 more unicorns prance in
    unicorns_prance_in = 22
    #The answer is
    result = unicorns_initial - unicorns_gallop_away + unicorns_prance_in
    return result",112,unicorns,question_1224
91,"A field hockey team has 15 players. The team has 3 goalies, 5 defensemen, and 7 forwards. How many midfielders does the team have?","def solution():
    #The team has 15 players
    total_players = 15
    #It has 3 goalies, 5 defensemen, and 7 forwards
    goalies = 3
    defensemen = 5
    forwards = 7
    #The answer is
    result = total_players - goalies - defensemen - forwards
    return result",0,field hockey,question_1225
1306,"The Power Rangers are 5 in number. 2 of them are from the 1990s, 2 of them are from the 2000s, and 1 of them is from the 2010s. How many Power Rangers are not from the 2010s?","def solution():
    #The Power Rangers are 5 in number
    power_rangers = 5
    #2 of them are from the 1990s, 2 of them are from the 2000s, and 1 of them is from the 2010s
    power_rangers_1990s = 2
    power_rangers_2000s = 2
    power_rangers_2010s = 1
    #The answer is
    result = power_rangers - power_rangers_2010s
    return result",4,Power Rangers,question_1226
360,"Thor is a 2,000-pound pig.  He eats 20 pounds of food a day.  How much food does he need for 30 days?","def solution():
    #Thor weighs 2000 pounds
    thor_weight = 2000
    #He eats 20 pounds of food a day
    food_per_day = 20
    #He needs to eat for 30 days
    days = 30
    #The answer is
    result = thor_weight * food_per_day * days
    return result",1200000,Thor,question_1227
402,"A pizza has 16 slices. 4 of the slices have mushrooms, 7 of the slices have pepperoni, and 3 of the slices have both toppings. How many slices do not have either topping?","def solution():
    #A pizza has 16 slices
    pizza_slices = 16
    #4 of the slices have mushrooms
    slices_mushrooms = 4
    #7 of the slices have pepperoni
    slices_pepperoni = 7
    #3 of the slices have both toppings
    slices_both = 3
    #The slices with both toppings are counted twice, so
    slices_both = slices_both / 2
    #The answer is
    result = pizza_slices - slices_mushrooms - slices_pepperoni - slices_both
    return result",3.5,pizza,question_1228
1138,Hello Kitty has 12 pencils. She bought 5 more pencils. Then she lost 2 pencils. How many pencils does she have now?,"def solution():
    #Hello Kitty started with 12 pencils
    pencils_initial = 12
    #She bought 5 more pencils
    pencils_bought = 5
    #She lost 2 pencils
    pencils_lost = 2
    #The answer is
    result = pencils_initial + pencils_bought - pencils_lost
    return result",15,Hello Kitty,question_1229
552,"A 300-car freight train is 3.5 miles long.  How many 200-car freight trains, each 2.5 miles long, are needed to haul the same amount of freight?","def solution():
    #A 300-car freight train is 3.5 miles long
    cars_300_train = 300
    miles_300_train = 3.5
    #A 200-car freight train is 2.5 miles long
    cars_200_train = 200
    miles_200_train = 2.5
    #The answer is
    result = (cars_300_train * miles_300_train) / (cars_200_train * miles_200_train)
    return result",2.1,trains,question_1230
130,There were 12000 attendees at a rally. 2000 attendees were wearing hats. 3/4 of the attendees wearing hats were also wearing sunglasses. How many attendees were wearing both hats and sunglasses?,"def solution():
    #Total attendees
    total_attendees = 12000
    #Attendees wearing hats
    attendees_with_hats = 2000
    #Attendees wearing hats and sunglasses
    attendees_with_hats_and_sunglasses = attendees_with_hats * (3/4)
    return attendees_with_hats_and_sunglasses",1500.0,,question_1231
24,"Hello Kitty has 15 pink bows. She wears 5 of them on her head, 4 of them on her ears, and 3 of them on her paws. How many bows does she have left?","def solution():
    #Hello Kitty has 15 pink bows
    bows_initial = 15
    #She wears 5 of them on her head
    bows_head = 5
    #4 of them on her ears
    bows_ears = 4
    #and 3 of them on her paws
    bows_paws = 3
    #The answer is
    result = bows_initial - bows_head - bows_ears - bows_paws
    return result",3,Hello Kitty,question_1232
273,Captain Marvel is a superhero. She can fly 1000 miles in 2 hours. How many miles can she fly in 10 hours?,"def solution():
    #Captain Marvel can fly 1000 miles in 2 hours
    miles_2_hours = 1000
    #The answer is
    result = (miles_2_hours / 2) * 10
    return result",5000.0,Captain Marvel,question_1233
645,"Steph Curry has 112 3-pointers. He made 40 3-pointers in the month of December. In the month of January, he made 18 3-pointers. How many 3-pointers does he have left?","def solution():
    #Steph Curry started with 112 3-pointers
    three_pointers_initial = 112
    #He made 40 3-pointers in December
    three_pointers_december = 40
    #He made 18 3-pointers in January
    three_pointers_january = 18
    #The answer is
    result = three_pointers_initial - three_pointers_december - three_pointers_january
    return result",54,Steph Curry,question_1234
193,24123 was the 5-digit number that won the 2017 lottery. 24123 was the 5-digit number that won the 2018 lottery. 24123 was also the 5-digit number that won the 2019 lottery. 24123 was the 5-digit number that won the 2020 lottery. 24123 was also the 5-digit number that won the 2021 lottery. 24123 was the 5-digit number that won the 2022 lottery. How many 5-digit numbers won the lottery from 2017 to 2022?,"def solution():
    #The only 5-digit number that won the lottery from 2017 to 2022 was 24123
    #So, the answer is
    result = 1
    return result",1,,question_1235
1175,"Batman has 39 gadgets. He used 7 on Monday, 12 on Tuesday, and 14 on Wednesday. How many gadgets does he have left?","def solution():
    #Batman started with 39 gadgets
    gadgets_initial = 39
    #He used 7 on Monday, 12 on Tuesday, and 14 on Wednesday
    gadgets_used_monday = 7
    gadgets_used_tuesday = 12
    gadgets_used_wednesday = 14
    #The answer is
    result = gadgets_initial - gadgets_used_monday - gadgets_used_tuesday - gadgets_used_wednesday
    return result",6,Batman,question_1236
669,Spiderman can shoot 5 webs per second. He can also shoot 20 webs in 10 seconds. How many webs can he shoot in 20 seconds?,"def solution():
    #Spiderman can shoot 5 webs per second
    webs_per_second = 5
    #He can also shoot 20 webs in 10 seconds
    webs_in_10_seconds = 20
    #The answer is
    result = (webs_per_second * 20) / (webs_in_10_seconds * 2)
    return result",2.5,Spiderman,question_1237
1036,"Super Mario has 50 coins. He jumps on 3 goombas, which each give him 5 coins. He then jumps on 2 Koopas, which each give him 10 coins. How many coins does he have now?","def solution():
    #Super Mario started with 50 coins
    coins_initial = 50
    #He jumps on 3 goombas, which each give him 5 coins
    coins_goombas = 3 * 5
    #He then jumps on 2 Koopas, which each give him 10 coins
    coins_koopas = 2 * 10
    #The answer is
    result = coins_initial + coins_goombas + coins_koopas
    return result",85,Super Mario,question_1238
1293,Captain Marvel is a superhero. She can punch 100 times in 10 seconds. How many punches can she throw in 40 seconds?,"def solution():
    #Captain Marvel can punch 100 times in 10 seconds
    punches_in_10_seconds = 100
    #She can punch 1000 times in 40 seconds
    punches_in_40_seconds = punches_in_10_seconds * 4
    return punches_in_40_seconds",400,Captain Marvel,question_1239
1239,"Captain America was in a fight with 30 villains. He punched 10 of them, kicked 8 of them, and used his shield to defend against the rest. How many villains did he defend against?","def solution():
    #Captain America punched 10 villains
    punched = 10
    #He kicked 8 villains
    kicked = 8
    #He used his shield to defend against the rest
    total_villains = 30
    #The answer is
    result = total_villains - punched - kicked
    return result",12,Captain America,question_1240
65,25000 Hello Kitty toys were shipped to the warehouse. 2000 of them were in a box that was damaged and 30% of them were destroyed. 5000 more were stolen. How many Hello Kitty toys are left?,"def solution():
    #25000 Hello Kitty toys were shipped to the warehouse
    toys_shipped = 25000
    #2000 of them were in a box that was damaged and 30% of them were destroyed
    toys_damaged = 2000
    toys_destroyed = toys_damaged * 0.3
    #5000 more were stolen
    toys_stolen = 5000
    #The answer is
    result = toys_shipped - toys_destroyed - toys_stolen
    return result",19400.0,Hello Kitty,question_1241
4,"The number of toys in a toy box is 20. 1/4 of the toys are Lego, 1/2 of the toys are Nerf, and the rest are from other brands. How many toys are from other brands?","def solution():
    #The number of toys in a toy box is 20
    toys_total = 20
    #1/4 of the toys are Lego
    toys_lego = toys_total / 4
    #1/2 of the toys are Nerf
    toys_nerf = toys_total / 2
    #The rest are from other brands
    toys_other = toys_total - toys_lego - toys_nerf
    #The answer is
    result = toys_other
    return result",5.0,,question_1242
506,Spiderman can shoot 3 webs per second. He has to shoot 12 webs to swing from one building to another. How many seconds does it take him to shoot all the webs he needs to swing from 5 buildings to 6 buildings?,"def solution():
    #Spiderman can shoot 3 webs per second
    webs_per_second = 3
    #He has to shoot 12 webs to swing from one building to another
    webs_per_swing = 12
    #He has to swing from 5 buildings to 6 buildings
    swings = (6 - 5)
    #The answer is
    result = webs_per_swing * swings / webs_per_second
    return result",4.0,Spiderman,question_1243
1000,"Thor, the Norse god of thunder, is a superhero. He has 1000 lightning bolts. He uses 200 lightning bolts to fight the Frost Giants. He then uses 3/4 as many lightning bolts to fight the Dark Elves. How many lightning bolts does he have left?","def solution():
    #Thor started with 1000 lightning bolts
    lightning_bolts_initial = 1000
    #He used 200 to fight the Frost Giants
    lightning_bolts_frost_giants = 200
    #He used 3/4 as many to fight the Dark Elves
    lightning_bolts_dark_elves = (3/4) * lightning_bolts_frost_giants
    #The answer is
    result = lightning_bolts_initial - lightning_bolts_frost_giants - lightning_bolts_dark_elves
    return result",650.0,Thor,question_1244
1112,"4 of the Ninja Turtles are in a pizza eating contest. 

Each of them eats 3 pizzas. 

How many pizzas do they eat in total?","def solution():
    # number of turtles
    turtles = 4
    # number of pizzas each turtle eats
    pizzas_per_turtle = 3
    # total pizzas eaten
    total_pizzas = turtles * pizzas_per_turtle
    return total_pizzas",12,Ninja Turtles,question_1245
119,"Wonder Woman is in a 12-hour battle.  She is in the battle for 3 hours, then she rests for 1 hour.  She then fights for 5 hours, rests for 1 hour, and then fights for the remaining time.  How long, in hours, does she spend resting?","def solution():
    #Wonder Woman is in a 12-hour battle
    total_time = 12
    #She is in the battle for 3 hours, then she rests for 1 hour
    battle_time_1 = 3
    rest_time_1 = 1
    #She then fights for 5 hours, rests for 1 hour
    battle_time_2 = 5
    rest_time_2 = 1
    #and then fights for the remaining time
    remaining_time = total_time - battle_time_1 - rest_time_1 - battle_time_2 - rest_time_2
    #The answer is
    result = rest_time_1 + rest_time_2
    return result",2,Wonder Woman,question_1246
591,A dad is buying a 12-pack of soda and a 24-pack of water. 2 of his kids each want a 6-pack of soda. 1 of his kids wants a 6-pack of water. 1 of his kids does not want any. How many cans of soda and water does dad have to buy for his kids?,"def solution():
    #Dad is buying 12 cans of soda and 24 cans of water
    soda_dad = 12
    water_dad = 24
    #2 of his kids each want a 6-pack of soda
    soda_kids = 2 * 6
    #1 of his kids wants a 6-pack of water
    water_kids = 6
    #The answer is
    result = soda_dad + water_dad - soda_kids - water_kids
    return result",18,,question_1247
751,"Steph Curry is the best 3-point shooter in the NBA. He's so good that he can make 3 3-point shots for every 2 2-point shots he makes. If he's made 12 2-point shots, how many 3-point shots has he made?","def solution():
    #Steph Curry made 12 2-point shots
    two_point_shots = 12
    #He can make 3 3-point shots for every 2 2-point shots
    three_point_shots = (2 / 3) * two_point_shots
    #The answer is
    result = int(three_point_shots)
    return result",8,Steph Curry,question_1248
117,"A toy store has 200 toys. 40% of the toys are for boys, 30% of the toys are for girls, and the rest of the toys are for all children. How many toys are for all children?","def solution():
    #Total toys in the store
    toys_total = 200
    #40% of toys are for boys
    toys_for_boys = toys_total * 0.4
    #30% of toys are for girls
    toys_for_girls = toys_total * 0.3
    #The rest of the toys are for all children
    toys_for_all = toys_total - toys_for_boys - toys_for_girls
    #The answer is
    result = toys_for_all
    return result",60.0,,question_1249
54,Taylor Swift has 240 million Spotify streams. She has 300 million more YouTube streams. How many streams does she have in total?,"def solution():
    #Taylor Swift has 240 million Spotify streams
    spotify_streams = 240
    #She has 300 million more YouTube streams
    youtube_streams = 300
    #The answer is
    result = spotify_streams + youtube_streams
    return result",540,Taylor Swift,question_1250
35,There are 1000000000000 (1 trillion) stars in the Andromeda Galaxy. 20% of the stars are double stars. 50% of the double stars have planets. 20% of the stars with planets have an Earth-like planet. How many Earth-like planets are there in the Andromeda Galaxy?,"def solution():
    #1 trillion is 1000000000000
    stars = 1000000000000
    #20% of the stars are double stars
    double_stars = stars * 0.2
    #50% of the double stars have planets
    planets = double_stars * 0.5
    #20% of the stars with planets have an Earth-like planet
    earth_like_planets = planets * 0.2
    #The answer is
    result = earth_like_planets
    return result",20000000000.0,,question_1251
254,Kobe and Shaq are on a 2-on-2 basketball team. Kobe is 12 and Shaq is 16. Their two opponents are 13 and 15. How many more years old is the oldest player on the court than the youngest?,"def solution():
    #Kobe is 12 and Shaq is 16
    kobe_age = 12
    shaq_age = 16
    #Their two opponents are 13 and 15
    opponent1_age = 13
    opponent2_age = 15
    #The oldest is
    oldest = max(kobe_age, shaq_age, opponent1_age, opponent2_age)
    #The youngest is
    youngest = min(kobe_age, shaq_age, opponent1_age, opponent2_age)
    #The answer is
    result = oldest - youngest
    return result",4,basketball,question_1252
394,"Steph Curry, the basketball star, made 25 three-point shots in 2012-13. The next year, he made 50% more three-point shots. How many three-point shots did he make in 2013-14?","def solution():
    #Steph Curry made 25 three-point shots in 2012-13
    three_point_shots_2012 = 25
    #The next year, he made 50% more three-point shots
    more_shots_2013 = 0.50 * three_point_shots_2012
    #The answer is
    result = three_point_shots_2012 + more_shots_2013
    return result",37.5,Steph Curry,question_1253
361,Iron Man has 5000 gold bricks. He uses 1000 gold bricks to build a new suit. He then uses 2000 gold bricks to build a new AI. How many gold bricks does he have left?,"def solution():
    #Iron Man started with 5000 gold bricks
    gold_bricks_initial = 5000
    #He used 1000 gold bricks to build a new suit
    gold_bricks_suit = 1000
    #He then used 2000 gold bricks to build a new AI
    gold_bricks_AI = 2000
    #The answer is
    result = gold_bricks_initial - gold_bricks_suit - gold_bricks_AI
    return result",2000,Iron Man,question_1254
1370,Patrick Mahomes has 5000 passing yards. He has 2000 more passing yards than Jalen Hurts. How many passing yards does Jalen Hurts have?,"def solution():
    #Patrick Mahomes has 5000 passing yards
    mahomes_passing_yards = 5000
    #He has 2000 more passing yards than Jalen Hurts
    hurts_passing_yards = mahomes_passing_yards - 2000
    #The answer is
    result = hurts_passing_yards
    return result",3000,Patrick Mahomes,question_1255
714,Barbie has 200 pink bows. She ties 4 bows on each of her 12 pink gowns. How many bows does she have left?,"def solution():
    #Barbie started with 200 pink bows
    bows_initial = 200
    #She ties 4 bows on each of her 12 pink gowns
    bows_per_gown = 4
    #She has 12 gowns
    gowns = 12
    #4 bows on each of 12 gowns cost
    bows_spent = bows_per_gown * gowns
    #The answer is
    result = bows_initial - bows_spent
    return result",152,Barbie,question_1256
27,"In the 2019-2020 season, the Houston Rockets had 41 home games and 41 away games. They won 26 home games and 15 away games. How many games did they lose?","def solution():
    #The Rockets played 41 home games and 41 away games
    games_home = 41
    games_away = 41
    #They won 26 home games and 15 away games
    wins_home = 26
    wins_away = 15
    #Their total wins is
    total_wins = wins_home + wins_away
    #They played
    total_games = games_home + games_away
    #games. The answer is
    result = total_games - total_wins
    return result",41,basketball,question_1257
169,"Serena has 150 trophies. 40 of them are for the Australian Open, 50 are for Wimbledon, and 30 are for the US Open. The rest of the trophies are for the French Open. How many trophies for the French Open does Serena have?","def solution():
    #Serena has 150 trophies
    trophies_total = 150
    #40 of them are for the Australian Open
    trophies_australian_open = 40
    #50 are for Wimbledon
    trophies_wimbledon = 50
    #30 are for the US Open
    trophies_us_open = 30
    #The rest are for the French Open. The answer is
    trophies_french_open = trophies_total - trophies_australian_open - trophies_wimbledon - trophies_us_open
    return trophies_french_open",30,Serena Williams,question_1258
288,"The Red Ranger, Yellow Ranger, and Blue Ranger are each 6 feet tall. The Pink Ranger and Green Ranger are 1 inch taller than the other Rangers. How tall are all the Power Rangers put together?","def solution():
    #The Red, Yellow, and Blue Rangers are 6 feet tall
    red_ranger_height = 6
    yellow_ranger_height = 6
    blue_ranger_height = 6
    #The Pink and Green Rangers are 1 inch taller than the other Rangers
    pink_ranger_height = red_ranger_height + 1
    green_ranger_height = red_ranger_height + 1
    #The answer is
    result = red_ranger_height + yellow_ranger_height + blue_ranger_height + pink_ranger_height + green_ranger_height
    return result",32,Power Rangers,question_1259
612,"In Super Mario, the mushroom power-up gives the player an extra life. 

If a player has 3 mushrooms and each mushroom gives the player 3 extra lives, how many lives does the player have in total?","def solution():
    # The player has 3 mushrooms
    mushrooms = 3
    # Each mushroom gives the player 3 extra lives
    extra_lives_per_mushroom = 3
    # The answer is
    result = mushrooms * extra_lives_per_mushroom
    return result",9,Super Mario,question_1260
813,"Patrick Mahomes has 115.3 passer rating. If he has 50.0 more than 2018 and 10.0 less than 2019, what is the total of his passer rating for the three years?","def solution():
    #Patrick Mahomes has 115.3 passer rating
    mahomes_passer_rating = 115.3
    #He has 50.0 more than 2018
    mahomes_2018 = mahomes_passer_rating - 50.0
    #He has 10.0 less than 2019
    mahomes_2019 = mahomes_passer_rating + 10.0
    #The total of his passer rating for the three years is
    total_passer_rating = mahomes_passer_rating + mahomes_2018 + mahomes_2019
    return total_passer_rating",305.9,Patrick Mahomes,question_1261
1082,A pizza is cut into 8 slices. 3 of the slices are topped with mushrooms. 2 of the slices are topped with onions. 1 of the slices is topped with mushrooms and onions. 2 of the slices have no toppings. How many slices of pizza are topped with mushrooms or onions?,"def solution():
    #A pizza is cut into 8 slices
    slices = 8
    #3 of the slices are topped with mushrooms
    mushrooms = 3
    #2 of the slices are topped with onions
    onions = 2
    #1 of the slices is topped with mushrooms and onions
    both = 1
    #2 of the slices have no toppings
    none = 2
    #The answer is
    result = mushrooms + onions + both - none
    return result",4,pizza,question_1262
788,"Captain Marvel has 12 Infinity Stones. She has to give 4 to Iron Man, 3 to Thor, and 2 to Black Widow. How many Infinity Stones does she have left?","def solution():
    #Captain Marvel started with 12 Infinity Stones
    infinity_stones_initial = 12
    #She has to give 4 to Iron Man, 3 to Thor, and 2 to Black Widow
    infinity_stones_given_to_iron_man = 4
    infinity_stones_given_to_thor = 3
    infinity_stones_given_to_black_widow = 2
    #The answer is
    result = infinity_stones_initial - infinity_stones_given_to_iron_man - infinity_stones_given_to_thor - infinity_stones_given_to_black_widow
    return result",3,Captain Marvel,question_1263
538,The 2:05 to Lansing is 5 minutes late. The 2:10 to Lansing is 15 minutes late. The 2:15 to Lansing is 10 minutes early. How many minutes late is the 2:20 to Lansing if it leaves on time?,"def solution():
    #The 2:05 to Lansing is 5 minutes late
    train_205 = 5
    #The 2:10 to Lansing is 15 minutes late
    train_210 = 15
    #The 2:15 to Lansing is 10 minutes early
    train_215 = -10
    #The 2:20 to Lansing is on time
    train_220 = 0
    #The answer is
    result = train_205 + train_210 + train_215 + train_220
    return result",10,trains,question_1264
1166,"Captain Marvel, a.k.a. Carol Danvers, is a Kree-human hybrid. She has the same abilities as the Kree, who are 1000 times stronger than humans. If a human can lift 100 pounds, how much can Captain Marvel lift?","def solution():
    #A human can lift 100 pounds
    human_lift = 100
    #The Kree are 1000 times stronger than humans
    kree_lift = 1000 * human_lift
    #Captain Marvel has the same abilities as the Kree
    carol_lift = kree_lift
    #The answer is
    result = carol_lift
    return result",100000,Captain Marvel,question_1265
75,"Taylor Swift is on a 2-year contract with her record label. The first year, she has to produce 20 songs. The second year, she has to produce 15 songs. How many songs does she have to produce per month if she wants to evenly distribute her workload?","def solution():
    #Taylor Swift has to produce 20 songs in the first year and 15 in the second year
    songs_first_year = 20
    songs_second_year = 15
    #She has 24 months to do this
    months = 24
    #The answer is
    result = (songs_first_year + songs_second_year) / months
    return result",1.4583333333333333,Taylor Swift,question_1266
588,A 100-car freight train is 1.5 miles long. A 20-car passenger train is 0.3 miles long. How many miles of track does a 100-car freight train and 20-car passenger train together take up?,"def solution():
    #A 100-car freight train is 1.5 miles long
    freight_train_length = 1.5
    #A 20-car passenger train is 0.3 miles long
    passenger_train_length = 0.3
    #The answer is
    result = freight_train_length + passenger_train_length
    return result",1.8,trains,question_1267
814,420 cookies were baked by a baker. The baker ate 20 of the cookies. The baker then gave 100 of the remaining cookies to his kids. He then gave 150 of the remaining cookies to his wife. How many cookies does the baker have left?,"def solution():
    #The baker started with 420 cookies
    cookies_initial = 420
    #He ate 20
    cookies_ate = 20
    #He gave 100 to his kids
    cookies_kids = 100
    #He gave 150 to his wife
    cookies_wife = 150
    #The answer is
    result = cookies_initial - cookies_ate - cookies_kids - cookies_wife
    return result",150,cookies,question_1268
1307,Superman can run at a speed of 2000 miles per hour. He is chasing a criminal. The criminal is 2001 miles away. How many hours will it take Superman to catch the criminal?,"def solution():
    #Superman's speed
    superman_speed = 2000
    #Distance to the criminal
    distance = 2001
    #The answer is
    result = distance / superman_speed
    return result",1.0005,Superman,question_1269
572,The volleyball team at the 2020 Olympics had 12 players. 3 of the players were from the 2016 team. 5 of the 2020 players were also on the 2012 team. How many of the 2020 team were not on a prior Olympic team?,"def solution():
    #2020 volleyball team had 12 players
    players_2020 = 12
    #3 of the 2020 team were also on the 2016 team
    players_2016 = 3
    #5 of the 2020 team were also on the 2012 team
    players_2012 = 5
    #The answer is
    result = players_2020 - players_2016 - players_2012
    return result",4,volleyball,question_1270
263,"246 pencils and 210 erasers were donated to the school. 144 pencils and 180 erasers were donated to the orphanage. How many pencils and erasers, respectively, are left for the school?","def solution():
    #Pencils and erasers donated to the school
    pencils_school = 246
    erasers_school = 210
    #Pencils and erasers donated to the orphanage
    pencils_orphanage = 144
    erasers_orphanage = 180
    #The answer is
    result = (pencils_school - pencils_orphanage, erasers_school - erasers_orphanage)
    return result","(102, 30)",,question_1271
