,0
565,"
{
  ""question"": ""Harry Potter has 1000 galleons. 200 of them are in Gringotts, 300 are in his vault, and the rest are in his pockets. How many galleons does Harry Potter have in his pockets?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. It states the total amount of galleons and also specifies the amounts in two locations, which allows us to calculate the remaining galleons in Harry's pockets by subtraction.""
}
"
566,"
{
  ""question"": ""Steph Curry can make 5 three-pointers in 5 minutes. How many three-pointers can he make in 60 minutes?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it using simple multiplication based on the provided rate.""
}
"
567,"
{
  ""question"": ""In 2015, the people of the fictional country of Wakanda are living a peaceful and prosperous life. T'Challa, the Black Panther, reigns as their king. Wakanda is divided into 5 provinces. Each province is divided into 3 tribes. Each tribe is divided into 15 clans. How many clans are in Wakanda?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. The total number of clans can be found by multiplying the number of provinces by the number of tribes in each province and then by the number of clans in each tribe.""
}
"
568,"{
    'question': 'Batman has 1000 Batarangs. 200 of them are in his utility belt, 300 are in the Batcave, and the rest are in the Batmobile. How many Batarangs does Batman have in the Batmobile?',
    'solvability': 1,
    'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it. It is a simple subtraction problem where the total Batarangs is given, and the student simply needs to subtract the Batarangs in the utility belt and Batcave from the total to find the remaining number of Batarangs in the Batmobile.'
}"
569,"
{
  'question': 'Patrick Mahomes is a professional football player. He is 6 feet and 3 inches tall. 1 inch is 2.54 centimeters. How many centimeters tall is Patrick Mahomes?',
  'solvability': 1,
  'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it. It provides the conversion rate and the height in both feet and inches, which can be converted to inches alone and then to centimeters.'
}
"
570,"{'question': 'Patrick Mahomes has thrown 38 touchdown passes this season. What percent is that of total passes?', 'solvability': 0, 'explanation': 'This question lacks the information necessary to find a solution. The total number of passes thrown by Patrick Mahomes is not provided, so it is impossible to calculate the percentage that 38 touchdown passes represent of the total.'}"
571,"
{
  ""question"": ""The Black Panther movie made $1.3 billion dollars. 20% of the revenue came from the United States, and 10% came from China. How much revenue came from the rest of the world?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. By using the percentages provided, we can calculate the revenue from the US and China and then subtract from the total to get the revenue from the rest of the world.""
}
"
572,"
{
  ""question"": ""A unicorn is born every 100 years. There are currently 1000 unicorns. How many years ago was the first unicorn born?"",
  ""solvability"": 0,
  ""explanation"": ""The question assumes that there was a starting point with a single first unicorn and does not account for the possibility of multiple unicorns being born at different times, nor does it provide information on the natural lifespan or mortality rate of unicorns, so it's impossible to determine when the first unicorn was born with the information given.""
}
"
573,"{'question': 'A scoop of ice cream weighs 2 ounces. A half-scoop weighs 1 ounce.\n#\n# There are 12 ice creams.\n#\n# How many ounces in total does the ice cream weigh?\n#\n#', 'solvability': 0, 'explanation': 'The question does not specify whether the 12 ice creams are full scoops, half-scoops, or a combination of both. Additional information is required to determine the total weight.'}"
574,"
{
  ""question"": ""Captain Marvel has 15 lassos. 5 of them are 15 feet long, 3 of them are 20 feet long, and the rest are 25 feet long. How many feet of lasso does Captain Marvel have?"",
  ""solvability"": 1,
  ""explanation"": ""The question provides sufficient details to solve the problem. It specifies the number of lassos of each length and accounts for all of them, allowing a student to add the lengths of all the lassos together for a single correct answer.""
}
"
575,"
{
  ""question"": ""Naruto is a ninja. He can perform 1000 jutsus per day. He needs 2000 jutsus to save the world. How many days does he need to save the world?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. By dividing the total number of jutsus needed (2000) by the number of jutsus Naruto can perform per day (1000), we see that he would need 2 days to perform enough jutsus to save the world.""
}
"
576,"{'question': 'The soccer team has 20 players. Each player has 2 legs. How many legs are there in total?', 'solvability': 1, 'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it. The total number of legs is the number of players multiplied by the number of legs each player has.'}"
577,"
{
  ""question"": ""A 2015 Ford Escape has a fuel tank capacity of 17.5 gallons. On Monday, the Escape was topped off. If the Escape gets 25 miles to a gallon on average, how many miles can the owner travel that week before needing to stop to fill the tank?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it: the capacity of the fuel tank and the average miles per gallon. Multiplying these two values gives the total miles that can be traveled.""
}
"
578,"
{
  ""question"": ""If 800 people come to a football game, 200 people are in the stands, 300 people are in the aisle, and the rest are in the parking lot. How many people are in the parking lot?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. You subtract the sum of the people in the stands and the aisle from the total number of people to determine how many are in the parking lot.""
}
"
579,"
{
  ""question"": ""There were 5 Rottweilers. 10 Labrador Retrievers showed up. 30 Pugs showed up. 40 Greyhounds showed up. How many Rottweilers, Labradors, Pugs, and Greyhounds are at the dog park?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it by adding the number of dogs from each breed together.""
}
"
580,"```
{
  'question': 'Naruto can walk 1000 meters per hour. He walks for 2 hours. How many meters does he walk?',
  'solvability': 1,
  'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it. By multiplying the speed (1000 meters per hour) by the time walked (2 hours), we arrive at the total distance walked (2000 meters).'
}
```"
581,"
{
  ""question"": ""Batman has 3 batarangs. \nEach batarang is worth 1000 points. \nIf Batman has 2 batarangs and 1 batarang is worth 1000 points, how many points does he have?"",
  ""solvability"": 0,
  ""explanation"": ""The information provided in the question is contradictory. Initially, it states that Batman has 3 batarangs, and then it also posits that he has 2 batarangs. Additionally, it is unclear whether each batarang is worth 1000 points, or if only one of them is. Therefore, the information needed to solve the problem is inconsistent and the problem is not solvable as given.""
}
"
582,"
{
  ""question"": ""Serena Williams has won 23 Grand Slam singles titles. She won 13 of them on hard courts, 7 on clay courts, and 3 on grass courts. How many Grand Slam singles titles did she win on hard courts and clay courts?"",
  ""solvability"": 1,
  ""explanation"": ""This question is solvable because it contains all the information necessary to answer the question asked. By adding the number of titles won on hard courts to the number of titles won on clay courts, we can get a single correct answer.""
}
"
583,"
{
  ""question"": ""A high school girl lacrosse team won 8 out of every 20 games. If the high school girl lacrosse team played 3 games, how many times were they expected to win?"",
  ""solvability"": 0,
  ""explanation"": ""The question asks for an expected number of wins, but the win ratio provided (8 out of 20) cannot be applied directly to a total of 3 games, because the ratio does not scale down to a smaller integer number of games. There is no way to win a fraction of a game, and the information to calculate a proportionate or expected value for a non-whole number of games is not provided.""
}
"
584,"
{
  'question': 'How many cats does a cat have?',
  'solvability': 0,
  'explanation': 'The question is unclear and lacks context or numerical information to solve any kind of problem. It is also not clear if it refers to offspring, owned cats, or something else entirely.'
}
"
585,"
{
  ""question"": ""Patrick Mahomes threw 3 touchdown passes. He threw each touchdown pass for 20 yards. How far did he throw the ball in total?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. By multiplying the number of touchdown passes (3) by the yards thrown for each pass (20), the total yardage can be calculated.""
}
"
586,"
{
  ""question"": ""Wonder Woman has 4 cuffs that are 15 inches long and 2 cuffs that are 18 inches long. What is the average length of the 6 cuffs?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. By adding the lengths of all the cuffs and then dividing by the number of cuffs, one can find the average length.""
}
"
587,"{'question': 'Super Mario has 10000 coins. He gives 1/4 of his coins to his brother Luigi. After giving his coins to Luigi, he has 7500 coins left. How many coins did he give to Luigi?', 'solvability': 1, 'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it. If Super Mario had 10000 coins and gave away 1/4 of them, he should have given away 2500 coins to Luigi, which would leave him with 7500 coins, exactly as stated.'}"
588,"
{
  ""question"": ""Superman has 1000 enemies. 700 of them are Kryptonians. 200 of them are humans. 100 of them are aliens. How many of his enemies are Kryptonians?"",
  ""solvability"": 1,
  ""explanation"": ""This question contains all the necessary information and arrives at one correct answer. It asks specifically for the number of Kryptonian enemies, which is plainly stated in the problem as 700.""
}
"
589,"
{
  ""question"": ""Iron Man's suit is powered by a nuclear reactor.\nAt the start of the game, the reactor has 100% power. \nWhen he uses his jet boots, the reactor power goes down 20%. \nWhen he uses his repulsor beam, the reactor power goes down 10%. \nHow much power is left in the reactor after he uses the jet boots and the repulsor beam?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all necessary information needed to solve it. It specifies the initial power level, the reductions for each action, and asks for the resulting power level after these actions.""
}
"
590,"
{
  ""question"": ""A car travels 36 miles per hour for 4 hours. How many miles did the car travel?"",
  ""solvability"": 1,
  ""explanation"": ""This question has all the necessary information needed to solve it. It's a straightforward multiplication problem (36 miles/hour * 4 hours), which yields one correct answer without the possibility of a negative amount.""
}
"
591,"
{
  ""question"": ""Spiderman has $500.00. He spends $150.00 on a new couch, $100.00 on a new TV, and $50.00 on a new sound system. How much money does he have left?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. Spiderman's initial amount of money is given, as well as the costs of each item he purchases. Subtracting the total cost of the items from the initial amount yields the money left over.""
}
"
592,"
{
  ""question"": ""Wonder Woman can lasso 20 bad guys in 10 minutes. 200 bad guys are running amok in a mall. How many 10-minute rounds will it take for Wonder Woman to lasso all 200 bad guys? - Wonder Woman can lasso 20 bad guys in 10 minutes."",
  ""solvability"": 1,
  ""explanation"": ""This question is solvable and has one correct answer. It contains all the necessary information. We know Wonder Woman lassos 20 bad guys in 10 minutes and there are 200 bad guys total. To find the number of 10-minute rounds needed, we can divide the total number of bad guys by the number lassoed in each 10-minute round.""
}
"
593,"
{
  'question': 'Wonder Woman has 40 gold coins. She used 20 gold coins to buy a new sword and 10 gold coins to buy a new shield. How many gold coins does she have left?',
  'solvability': 1,
  'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it. Wonder Woman’s initial amount of coins is given, and the cost of each item is provided, allowing for a straightforward subtraction to find out how many coins she has left.'
}
"
594,"{'question': 'Captain Marvel has 100 friends on Facebook. She has 40 more friends than the average number of friends her friends have. How many friends does the average friend of Captain Marvel have?',
 'solvability': 1,
 'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it. The average number of friends her friends have can be found by subtracting 40 from Captain Marvel's number of friends.'}"
595,"{
  'question': 'A swimmer can swim 200 yards in 2 minutes. How many yards can the swimmer swim in 4 minutes?',
  'solvability': 1,
  'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it by simply doubling the distance for twice the time, assuming the speed remains constant.'
}"
596,"{'question': 'Iron Man has 4 Infinity Stones. He gives 2 to Black Widow and 3 to Thor. How many Infinity Stones does he have left?', 'solvability': 0, 'explanation': 'The question leads to a negative answer, which is not possible in the context of counting items. Iron Man cannot give away more Infinity Stones than he has.'}"
597,"
{
    ""question"": ""There are 3 dogs. Each dog has 4 legs. How many legs do the dogs have in total?"",
    ""solvability"": 1,
    ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. By multiplying the number of dogs by the number of legs each dog has, you can determine the total number of dog legs.""
}
"
598,"{
  'question': 'Kim Bursley has 3 goals out of the 9 played games when she plays games for 30 minutes. How many games has she played so far this season?',
  'solvability': 0,
  'explanation': 'The question is unclear and does not provide enough information to determine the number of games Kim Bursley has played in the season. It mentions 3 goals and 9 games but does not link this to the total number of games played in the season. There is no connection between her playing for 30 minutes and the total games played.'
}"
599,"{
  'question': 'Naruto has 10000 chakra. He uses 2000 chakra to summon Gamabunta. He uses 1000 chakra to summon Katsuyu. How much chakra does he have left?',
  'solvability': 1,
  'explanation': 'This question is solvable because it provides all the necessary information needed to perform the calculations, and the operations described (subtraction) will not result in negative values that are not possible in the given context. It arrives at one correct answer: Naruto starts with 10000 chakra, uses 2000 to summon Gamabunta, then uses another 1000 to summon Katsuyu, which totals 3000 chakra used. Subtracting the chakra used from the starting amount, 10000 - 3000, gives a remaining chakra of 7000.'
}"
600,"
{
  ""question"": ""2 kittens were born in the spring, and 3 more kittens were born in the summer. 2 of the kittens are male, and 1 of them is orange. How many kittens are female? How many kittens are neither male or orange?"",
  ""solvability"": 0,
  ""explanation"": ""The information provided does not allow us to determine the answers to the questions posed. Knowing that 2 kittens are male does not provide the gender of the remaining kittens. Also, the color of only one kitten is provided, and there is no information about the colors of the other kittens. Therefore, it is impossible to determine how many kittens are female or how many are neither male nor orange.""
}
"
601,"
{
  ""question"": ""A Tyrannosaurus Rex weighs 11,000 pounds. A Triceratops weighs 12,000 pounds. A Stegosaurus weighs 4,000 pounds. How many more pounds does the Triceratops weigh than the Tyrannosaurus Rex and the Stegosaurus combined?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. We can add the weight of the Tyrannosaurus Rex and the Stegosaurus and subtract that sum from the weight of the Triceratops to find the solution.""
}
"
602,"
{'question': 'In Super Mario Kart, there are 4 races. Each race is divided into 8 cups. On the last cup, there are 4 ghosts Mario must pass. How many cups will Mario have passed after finishing his last cup?'}
"
603,"
{
  ""question"": ""Car 1 is traveling at 60MPH. Car 2 is traveling at 40MPH. How much faster is Car 1 than Car 2?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. The difference in speed between the two cars is simply the difference between their speeds, which is a straightforward subtraction problem.""
}
"
604,"
{
  ""question"": ""Captain America can run 10 miles in 10 minutes. How many miles can he run in 1 hour?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer by calculating the miles per minute rate and then scaling it to an hour (which is 60 minutes). All necessary information is provided.""
}
"
605,"
{
  ""question"": ""Captain Marvel has 2000 photon blasts. She uses 1/3 of her photon blasts to defeat Ronan. She then uses 200 photon blasts to defeat Yon-Rogg. How many photon blasts does she have left?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. It avoids negative answers since the number of photon blasts left will always be a positive number when following the actions described.""
}
"
606,"{'question': 'Barbie has 20 dresses, and she wears 5 dresses every day. How many dresses will she have left after 4 days?', 'solvability': 0, 'explanation': 'Wearing a dress does not reduce the total number of dresses Barbie has; it only means that the dress has been worn. Therefore, after 4 days, Barbie would still have 20 dresses. The question may be misleading as it implies that the dresses are somehow used up when worn, which is not the case. There is no reduction in the number of dresses merely through wearing them, so it does not arrive at a negative answer or even a change in quantity.'}"
607,"
{
  ""question"": ""Cheer leaders practice their routines. When they practice, they break up into groups of 4. 24 cheer leaders practice.\n\nHow many groups of 4 can there be at the practice, and how many cheer leaders are left over?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. There are 24 cheerleaders total, and since they are practicing in groups of 4, we simply divide 24 by 4 to find out how many groups there can be and to see if there are any left over. 24 divided by 4 is 6, which means there can be 6 groups of 4 with no cheerleaders left over.""
}
"
608,"{'question': 'Minecraft is in alpha. \nA Minecraft alpha has a 1000 block radius around its origin. \nAlpha builds are unlimited on a map, but map builders are limited to 150,000 blocks. \nIf you purchase 10 alpha builds for $500, how many block radii can you build with that?', 'solvability': 0, 'explanation': 'The question contains unclear information that mixes concepts without a clear mathematical relationship. It mentions the block radius of a single alpha build, a limit on blocks for map builders, and the purchasing of alpha builds. However, it does not define a relationship between purchasing alpha builds and the block limit for map builders, nor does it make clear what 'block radii' means in the context of the number of blocks one is allowed to build with. Therefore, the problem does not have enough information to solve it.'}"
609,"{
'question': 'Mary has 100 pieces of candy. She gives 20 pieces of candy to each of her 5 friends. How many pieces of candy does she have left?',
'solvability': 1,
'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it. The total amount of candy given away can be calculated by multiplying 20 pieces of candy by 5 friends, and then this total can be subtracted from the initial 100 pieces to find the number of pieces left.'
}"
610,"{
  'question': 'James made 50 cookies. He took 40 cookies to the park. 15 people ate those cookies. James made another 75 cookies. How many cookies did James make?',
  'solvability': 1,
  'explanation': 'This question is asking for the total number of cookies James made. It explicitly states that he initially made 50 cookies, and then he made another 75 cookies. The information about taking cookies to the park and people eating them is extraneous and does not affect the total number made. Therefore, the question contains all the information necessary to solve it and does not involve any nonsensical negative numbers.'
}"
611,"
{
  'question': 'LeBron James scored 43 points. The next game he made 30 points, another 35 points, and then 27 points. How many points did LeBron score in total so far?',
  'solvability': 1,
  'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it by adding up the points scored in each game.'
}
"
612,"
{
  'question': 'Since Patrick Mahomes has thrown more passing touchdowns in the past, does he have more passes in his career than last season? Why or why not?',
  'solvability': 0,
  'explanation': 'The question is too vague and does not provide numerical data to compare Patrick Mahomes\' number of passes from different time periods. It also confuses the number of passing touchdowns with the number of passes. For a math problem to be solvable, it has to ask for a computation based on given information, which this question does not.'
}
"
613,"{'question': 'The first train is 300 meters long and travels at a speed of 45 m/s. The second train is 500 meters long and travels at a speed of 30 m/s. If they are traveling in the same direction, how long will it take for the first train to pass the second train?', 'solvability': 0, 'explanation': 'This question does not provide enough information to solve the problem. It needs to specify whether the trains start at the same time, and what their initial positions are in relation to each other (for example, if the first train is directly behind the second train at the start or if there is any distance between them). Without this information, one cannot determine how long it will take for the first train to pass the second train.'}"
614,"
{
  ""question"": ""There are 32 flavors of ice cream at the local shop. They have 26 toppings to add to the ice cream. How many different combinations of ice cream and toppings are there?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. Each flavor can be paired with each topping, giving a simple multiplication question to find the total number of combinations (32 flavors * 26 toppings).""
}
"
615,"
{
    ""question"": ""Taylor Swift has 11 Grammys, 29 AMAs, 12 CMAs, 8 ACMs and 35 BMAs. How many awards has she won in total?"",
    ""solvability"": 1,
    ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. By simply adding the numbers given, students can determine how many awards Taylor Swift has won in total.""
}
"
616,"
{
  ""question"": ""Super Mario can jump 50 times per second. How many jumps can he make in 10 minutes?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer. It contains all the information needed to solve it: the number of jumps per second and the total duration in minutes, which can be converted to seconds.""
}
"
617,"{
    'question': ""Barbie's car has a 12-gallon gas tank. She drove from home to work without refilling her tank. She used 8 gallons of gas. How much gas does she have left in her tank?"",
    'solvability': 1,
    'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it. The total capacity of the gas tank is given, as well as the amount of gas used. Subtracting the latter from the former gives the amount of gas left, which is a positive number.'
}"
618,"
{
  ""question"": ""A group of cheerleaders is trying to raise money for a trip. \n\nThere are 40 cheerleaders in the group. \n\nEach cheerleader made 525 posters. \n\nHow many posters did all of the cheerleaders make?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. By multiplying 40 cheerleaders by 525 posters each, the total number of posters can be determined.""
}
"
619,"
{
  ""question"": ""There are 5 unicorns: Alice, Bob, Carol, David, and Emily. Each of them has 3 cupcakes. How many cupcakes do the unicorns have in total?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. By multiplying the number of unicorns by the number of cupcakes each unicorn has, we can find the total number of cupcakes.""
}
"
620,"
{
  ""question"": ""Captain America has 2000 shields. He used 250 shields to catch a criminal. He then used 1000 shields to make a shield parachute. How many shields does he have left?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it""
}
"
621,"
{
  ""question"": ""A stegosaurus has 17 plates on its back. 10 more plates than a triceratops. A brontosaurus has 10 plates on its back. How many more plates does a stegosaurus have than a brontosaurus?"",
  ""solvability"": 1,
  ""explanation"": ""This question is solvable because it contains all the necessary information to solve the problem and arrives at one correct answer without the need for negative numbers. The question states clearly how many plates a stegosaurus and a brontosaurus have, allowing a simple subtraction to determine the difference.""
}
"
622,"
{
  ""question"": ""The football team has 11 players on the field. The offense has 5 players and the defense has 6 players. Special teams has 1 player. How many players are on the field that are not on offense, defense, or special teams?"",
  ""solvability"": 0,
  ""explanation"": ""This question is not solvable as it presents conflicting information. A football team normally has 11 players on the field at one time, either on offense or defense, not both simultaneously. The addition of special teams players would exceed the 11 players allowed on the field according to the question, which is contradictory.""
}
"
623,"The given question is solvable, as it contains all necessary information to determine a single correct answer. The total amount of cat food eaten on Saturday and Sunday is asked, and the amount for each day is provided. Adding the quantities from both days yields the total amount of cat food eaten.

Here is the completed JSON object:

```
{
    'question': '12 cats eat 400 pounds of cat food every Saturday morning. 15 cats eat 500 pounds of cat food on Sunday morning. How many pounds of cat food are eaten in total?',
    'solvability': 1,
    'explanation': 'This question arrives at one correct answer by adding the amount eaten on Saturday (400 pounds) to the amount eaten on Sunday (500 pounds), resulting in a total of 900 pounds of cat food eaten.'
}
```"
624,"
{'question': 'If a pint of ice cream weighs 1 pound and a half (1.5 pounds), how many pounds of ice cream are in a gallon?', 'solvability': 1, 'explanation': 'This question arrives at one correct answer with the assumption that students know there are 8 pints in a gallon, which is a standard conversion in US customary units.'}
"
625,"
{
  ""question"": ""Let's say you have 110 friends. Let's say you have 50 enemies. Every friend has a different enemy. How many friends do you have?"",
  ""solvability"": 1,
  ""explanation"": ""This question seems to be a test of reading comprehension rather than mathematics. Regardless of the number of enemies or whether each friend has a different enemy, the number of friends remains unchanged. The question plainly states that you have 110 friends, which is the answer sought. The rest of the information is extraneous to the solution.""
}
"
626,"
{
  ""question"": ""Michaelangelo has 4000 pizza toppings and half are mushrooms. After using up 800 mushroom toppings, how many mushroom pizza toppings does he have left?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. We can calculate half of 4000 to find the number of mushroom toppings and then subtract 800 to find out how many are left.""
}
"
627,"
{
  ""question"": ""Batman is driving his batmobile at a speed of 100 mph. He is chasing Joker who is 1001 miles away. How many hours will it take Batman to catch Joker?"",
  ""solvability"": 0,
  ""explanation"": ""This question is not solvable as stated because it implies constant speeds for Batman and Joker but does not provide information about Joker's speed. Without knowing whether Joker is stationary, accelerating, or at constant speed and what that speed is, it is not possible to calculate the time it will take for Batman to catch Joker.""
}
"
628,"
{
    'question': 'Black Panther has captured the hearts of viewers but Black Widow is the strongest character in The Avengers franchise.',
    'solvability': 0,
    'explanation': 'This statement is not a mathematical problem and does not contain a numerical question to be solved.'
}
"
629,"
{
  ""question"": ""The pizza shop that you work at is having a special. For only $100, you will get 2 large pies (one pepperoni, another cheese). How much money will you have leftover if you buy 20?"",
  ""solvability"": 0,
  ""explanation"": ""The question does not provide enough information to determine the amount of money you start with, therefore it's impossible to calculate how much money will be leftover after the purchase.""
}
"
630,"
{
  ""question"": ""You run a doggie daycare business. You have 40 dogs in your daycare. You give each dog 1/2 cup of food per day. How many cups of food will you serve?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. Multiply the number of dogs (40) by the amount of food per dog (1/2 cup) to get the total cups of food served.""
}
"
631,"
{
  ""question"": ""There are 50 cats in the kitchen. 40 of the cats eat cat food. 30 of the cats drink water. 10 of the cats eat cat food and drink water.  How many cats eat cat food but do not drink water?"",
  ""solvability"": 1,
  ""explanation"": ""This question is a straightforward example of a set problem. It contains all the information needed to solve it. To find out how many cats eat cat food but do not drink water, we need to subtract the number of cats that do both from the total number of cats that eat cat food: 40 cats eat cat food - 10 cats eat cat food and drink water = 30 cats eat cat food but do not drink water.""
}
"
632,"{'question': 'A dog has 100 fleas. The dog gets a flea bath that gets rid of 30 fleas. How many fleas does the dog have now?', 'solvability': 1, 'explanation': 'This question has one correct answer and contains all necessary information to solve it. It also does not result in a negative answer where it would not be possible.'}"
633,"
{
  ""question"": ""Wonder Woman can fly 1 billion miles per day. How many days does it take to travel 7.5 billion miles?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the necessary information. By dividing the total distance (7.5 billion miles) by the distance Wonder Woman can cover per day (1 billion miles per day), we can find the number of days it takes to travel the total distance.""
}
"
634,"
{
  ""question"": ""T'Challa, the Black Panther, is the king of Wakanda. There are 40 million people living in Wakanda. There are 10 million in the capital and 30 million in the rest of Wakanda. What percentage of Wakandans live in Wakanda's capital city?\nWhat percentage of Wakandans live in the rest of Wakanda?"",
  ""solvability"": 1,
  ""explanation"": ""The question is solvable because it provides the total population of Wakanda and how that population is split between the capital city and the rest of Wakanda. These figures can be used to calculate the percentages requested, and the question is clearly stated with no ambiguity.""
}
"
635,"{'question': 'Batman has 200 batarangs. He throws 10 batarangs per day. How many days will he have to fight crime before he runs out of batarangs?', 'solvability': 1, 'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it. By dividing the total number of batarangs by the number thrown per day, the number of days before Batman runs out of batarangs can be calculated.'}"
636,"
{
  ""question"": ""A steam train has 250 cars. 16 more cars were added on to it. 7 cars were lost. How many cars does the train have now?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer - starting with 250 cars, adding 16 cars, and then subtracting 7 cars results in a simple arithmetic problem. It contains all the information needed to solve the problem and does not result in a negative number in context where it wouldn't make sense.""
}
"
637,"
{
  ""question"": ""In Minecraft, a diamond is worth 64 emeralds. But you can also trade 2 emeralds for a blaze rod. How many diamonds is a blaze rod worth?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. By finding the emerald equivalence of a blaze rod and then dividing by the emerald value of a diamond, a student can find the diamond value of a blaze rod.""
}
"
638,"
{
  ""question"": ""Serena Williams won 23 grand slam singles titles. \n\nShe won 7 Australian Opens, 3 French Opens, 7 Wimbledons, and 6 US Opens. \n\nHow many grand slam singles titles did she win in the US Open?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the necessary information needed to solve it. The number of US Open titles won by Serena Williams is explicitly stated in the question.""
}
"
639,"
{
  ""question"": ""A train traveling at 60 mph for 3 hours will travel 60*3=<<60*3=180>>180 miles. If the train is traveling at 30 mph for 5 hours, how far will it travel?"",
  ""solvability"": 1,
  ""explanation"": ""This question has one correct answer and provides the necessary information to solve it. Using the formula distance = speed * time, the train traveling at 30 mph for 5 hours will travel 30*5=150 miles.""
}
"
640,"The given question:

{'question': 'Iron Man has 200 suits. He uses 10 suits per day. How many suits will he have in 10 days?'}

Can be completed as:

{'question': 'Iron Man has 200 suits. He uses 10 suits per day. How many suits will he have in 10 days?', 'solvability': 1, 'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it'}

Explanation: To solve the problem, we assume that Iron Man has a starting number of suits (200) and uses a specified number of suits each day (10). Multiplying the number of suits used per day (10) by the number of days (10) gives us the total suits used (100). Subtracting the total suits used (100) from the original number of suits (200) will provide the number of suits Iron Man will have left after 10 days (200 - 100 = 100 suits remaining). The problem does not lead to a negative number and contains all necessary information for a student to solve it."
641,"```
{
  'question': 'Spiderman has 200 webs. He uses 100 webs to swing across the city. 20 webs break. How many webs does he have left?',
  'solvability': 1,
  'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it. We can subtract the webs used and the webs that broke from the total amount of webs.'
}
```"
642,"{'question': 'Donatello, Raphael, and Leonardo each have 50 cans of soup in their closets. They each have 40 cans of soup than Michelangelo. How many cans of soup does the least number of brothers have?', 'solvability': 0, 'explanation': 'The question contains a grammatical error (""40 cans of soup than Michelangelo"") that makes it unclear whether Michelangelo has more or fewer cans than the other brothers. It should specify that the others have ""40 cans of soup more than Michelangelo"". Assuming it meant to say that Michelangelo has 40 cans less, it is still not possible to definitively answer the question because it does not specify how many cans Michelangelo actually has. Without clear and complete information, the problem cannot be solved.'}"
