,0,operation,success
98,"### Response: 
Question: Iron Man has 10000 armor plates. 
He has 2000 more armor plates than War Machine. 
How many armor plates does War Machine have?
Solution:
def solution():
    #Iron Man has 10000 armor plates
    iron_man_armor_plates = 10000
    #He has 2000 more armor plates than War Machine
    war_machine_armor_plates = iron_man_armor_plates - 2000
    #The answer is
    result = war_machine_armor_plates
    return result",subtraction,1
99,"### Response: 
Question:
A swimmer is in a 100-meter race. He swims the first 50 meters in 25 seconds. He swims the second 50 meters in 30 seconds. How long, in seconds, did it take him to swim the race?
Solution:
def solution():
    #The swimmer swims the first 50 meters in 25 seconds
    first_50_meters_time = 25
    #He swims the second 50 meters in 30 seconds
    second_50_meters_time = 30
    #The answer is
    result = first_50_meters_time + second_50_meters_time
    return result",subtraction,0
0,"### Response: 
Question: Naruto has 200 ramen noodles. He eats 50 ramen noodles a day for 4 days. How many ramen noodles does he have left?
Solution:
def solution():
    # Naruto has 200 ramen noodles
    ramen_noodles = 200
    # He eats 50 ramen noodles a day for 4 days
    eaten_ramen_noodles = 50 * 4
    # The number of ramen noodles he has left is
    result = ramen_noodles - eaten_ramen_noodles
    return result",division,0
1,"### Response: 
Question: Batman has 120 Batarangs. He uses 10 Batarangs per night. How many nights will it take for him to use all of his Batarangs?
Solution:
def solution():
    #Batman has 120 Batarangs
    batarangs = 120
    #He uses 10 Batarangs per night
    batarangs_per_night = 10
    #The number of nights it will take for him to use all of his Batarangs is
    result = batarangs // batarangs_per_night
    return result",division,1
2,"### Response: 
Question: 
How many scoops of ice cream are in 1000 liters of ice cream if each scoop is 500 milliliters?

Solution:
def solution():
    # 1000 liters of ice cream
    ice_cream_liters = 1000
    # each scoop is 500 milliliters
    scoop_size_milliliters = 500
    # the number of scoops is
    scoops = ice_cream_liters / scoop_size_milliliters
    return scoops

# Uncomment the following line to execute the function and obtain the result
# print(solution())",division,1
3,"### Response: 
Question: A 747 can hold 400 passengers. A 767 can hold 250 passengers. How many more passengers can a 747 hold than a 767?

Solution:
def solution():
    # A 747 can hold 400 passengers
    passengers_747 = 400
    # A 767 can hold 250 passengers
    passengers_767 = 250
    # The answer is
    result = passengers_747 - passengers_767
    return result",division,0
4,"### Response: 
Question: Iron Man has 12000 microchips. He needs to use 1000 microchips to build each of his 3 suits. How many microchips are left?

Solution:
def solution():
    #Total number of microchips Iron Man has
    total_microchips = 12000
    #Number of microchips needed to build each suit
    microchips_per_suit = 1000
    #Number of suits he is building
    suits = 3
    #Microchips used to build the suits
    microchips_used = microchips_per_suit * suits
    #Microchips left
    microchips_left = total_microchips - microchips_used
    return microchips_left",division,0
5,"### Response: 
Question: Superman can fly at a speed of 1,000 miles per hour. He is flying from Metropolis to Gotham City, a distance of 2,000 miles. How long will it take him to make the trip?
Solution:
def solution():
    #Superman's speed
    speed = 1000
    #Distance between Metropolis and Gotham City
    distance = 2000
    #Time = Distance/Speed
    time = distance / speed
    return time",division,1
6,"### Response: 
Question: Batman has 1000 batarangs. He uses 200 batarangs per night. How many nights will his batarangs last?
Solution:
def solution():
    #Batman has 1000 batarangs
    batarangs = 1000
    #He uses 200 batarangs per night
    batarangs_per_night = 200
    #The answer is
    result = batarangs / batarangs_per_night
    return result",division,1
7,"### Response: 
Question: A volleyball team has 12 players. The coach wants to split them into 3 teams of 4 players each. How many players will be on each team?

Solution:
def solution():
    #The volleyball team has 12 players
    total_players = 12
    #The coach wants to split them into 3 teams of 4 players each
    num_teams = 3
    #Each team will have how many players
    players_per_team = total_players / num_teams
    return players_per_team",division,1
8,"### Response: 
Question: A lacrosse team has 18 players. The coach divided them into 3 equal groups for a drill practice. If one group practices in the field, one group practices passing, and the remaining group practices shooting, how many players are in each group?
Solution:
def solution():
    # Total number of players on the lacrosse team
    total_players = 18
    # Number of groups the coach divides the players into
    number_of_groups = 3
    # Players in each group
    players_per_group = total_players // number_of_groups
    return players_per_group",division,1
9,"### Response: 
Question: Taylor Swift has 1500 concert tickets. She needs to divide them equally amongst her 5 closest friends. How many concert tickets will each friend receive?
Solution:
def solution():
    #Taylor Swift has 1500 concert tickets
    concert_tickets = 1500
    #She needs to divide them equally amongst her 5 closest friends
    friends = 5
    #The answer is
    result = concert_tickets / friends
    return result",division,1
10,"### Response: 
Question: A Minecraft player has 1200 experience points. They need 200 experience points to level up. How many levels can they reach if they have 2400 experience points?
Solution:
def solution():
    #A Minecraft player has 1200 experience points
    experience_points = 1200
    #They need 200 experience points to level up
    experience_points_per_level = 200
    #2400 experience points is
    levels = 2400 // experience_points_per_level
    #The answer is
    result = levels
    return result",division,1
11,"### Response: 
Question: A cheerleading squad is preparing for a competition. The squad has a total of 18 cheerleaders. If they plan to create formations that are divided evenly into 3-row sections, how many cheerleaders will be in each row?

Solution:
def solution():
    # Total number of cheerleaders in the squad
    total_cheerleaders = 18
    # Number of rows they plan to create 
    num_rows = 3
    # Calculate the number of cheerleaders per row by dividing 
    # the total number of cheerleaders by the number of rows
    cheerleaders_per_row = total_cheerleaders // num_rows
    return cheerleaders_per_row

# Uncomment the line below to test the function
# print(solution())",division,1
12,"### Response: 
Question:
A baker baked 120 cookies. He put them on 3 trays. How many cookies are on each tray?

Solution:
def solution():
    #Total number of cookies
    total_cookies = 120
    #Number of trays
    trays = 3
    #The answer is
    result = total_cookies / trays
    return result",division,1
13,"### Response: 
Question: Harry Potter has 200 house points. He is 20 points away from the 250 points he needs to be a prefect. How many more points does he need to be a prefect?

Solution:
def solution():
    # Harry Potter has 200 house points
    harry_points = 200
    # He is 20 points away from the 250 points he needs to be a prefect
    points_needed = 250
    # The answer is
    result = points_needed - harry_points
    return result",division,0
14,"### Response: 
Question: 
A pizza is cut into 12 slices. 
If 4 slices are left, how many slices were eaten?
Solution:
def solution():
    # a pizza is cut into 12 slices
    total_slices = 12
    # 4 slices are left
    slices_left = 4
    # the number of slices eaten is
    slices_eaten = total_slices - slices_left
    return slices_eaten",division,0
15,"### Response: 
Question: Serena Williams has 120 aces. She aces 20 shots in the first set, 30 in the second set, and 15 in the third set. How many aces does she have left?
Solution:
def solution():
    # Serena has 120 aces
    aces = 120
    # She aces 20 shots in the first set
    first_set = 20
    # 30 in the second set
    second_set = 30
    # and 15 in the third set
    third_set = 15
    # The answer is
    result = aces - first_set - second_set - third_set
    return result",division,0
16,"### Response: 
Question: Batman is chasing a villain. He has to run 12 miles to catch up with the villain. He can run at a speed of 4 miles per hour. How many hours will it take him to catch the villain?

Solution:
def solution():
    #Batman has to run 12 miles to catch the villain
    miles_to_run = 12
    #He can run at a speed of 4 miles per hour
    speed = 4
    #To find out how many hours it will take him to catch the villain,
    #we divide the miles he has to run by his speed
    time = miles_to_run / speed
    return time",division,1
17,"### Response: 
Question: The field hockey team has 18 players. The coach wants to split them evenly into 3 teams for practice. How many players will be on each team?
Solution:
def solution():
    #The field hockey team has 18 players
    total_players = 18
    #The coach wants to split them evenly into 3 teams
    num_teams = 3
    #Each team will have how many players
    players_per_team = total_players / num_teams
    return players_per_team",division,1
18,"### Response: 
Question: A basketball team has 12 players. The coach wants to split the players into 3 teams of 4 players each. How many players will be on each team?
Solution:
def solution():
    # The basketball team has 12 players
    total_players = 12
    # The coach wants to split the players into 3 teams of 4 players each
    teams = 3
    # Each team will have
    players_per_team = total_players // teams
    return players_per_team",division,1
19,"### Response: 
Question: A swimmer can swim 100 meters in 1 minute. How many 100-meter laps can they swim in 2 hours and 30 minutes?

Solution:
def solution():
    # A swimmer can swim 100 meters in 1 minute
    meters_per_minute = 100
    # 2 hours and 30 minutes is 150 minutes
    total_minutes = 2 * 60 + 30
    # The answer is
    laps = total_minutes // meters_per_minute
    return laps",division,0
20,"### Response: 
Question: A 10-car train is 1,000 feet long. If a 20-car train is 2,000 feet long, how long is each car in the 20-car train?
Solution:
def solution():
    # A 10-car train is 1,000 feet long
    train_10_cars = 1000
    # A 20-car train is 2,000 feet long
    train_20_cars = 2000
    # The length of each car in the 20-car train is
    car_20_train = train_20_cars / 20
    return car_20_train",division,1
21,"### Response: 
Question: A 10-car train is 200 meters long. How long is a 20-car train?
Solution:
def solution():
    # A 10-car train is 200 meters long
    train_length_10_cars = 200
    # A 20-car train is
    train_length_20_cars = (20 / 10) * train_length_10_cars
    return train_length_20_cars",division,0
22,"### Response: 
Question: A T-Rex is 20 feet tall. A Velociraptor is 1/10 the height of a T-Rex. How tall is a Velociraptor in inches (1 foot = 12 inches)?

Solution:
def solution():
    # A T-Rex is 20 feet tall
    t_rex_height = 20
    # A Velociraptor is 1/10 the height of a T-Rex
    velociraptor_height = t_rex_height / 10
    # 1 foot = 12 inches
    inch_conversion = 12
    # The height of a Velociraptor in inches is
    result = velociraptor_height * inch_conversion
    return result",division,0
23,"### Response: 
Question: A car is traveling at 50 miles per hour. It is 150 miles away from its destination. How many hours will it take to reach its destination?
Solution:
def solution():
    #The car is traveling at 50 miles per hour
    speed = 50
    #It is 150 miles away from its destination
    distance = 150
    #The time it will take to reach its destination is
    time = distance / speed
    return time",division,1
24,"### Response: 
Question: 
The cheerleading squad is 20 members strong. They are 2000 points ahead of the other team. Each member of the squad is 100 points ahead of a member of the other squad. How many points is each member of the cheerleading squad ahead of a member of the other squad?

Solution:
def solution():
    #The cheerleading squad is 20 members strong
    squad_size = 20
    #They are 2000 points ahead of the other team
    points_ahead = 2000
    #Each member of the squad is 100 points ahead of a member of the other squad
    points_per_member = 100
    #The answer is
    result = points_ahead / squad_size
    return result",division,1
25,"### Response: 
Question: 100 cats were at the Cat Convention. 20 cats left. 15 more cats arrived. How many cats are at the convention now?
Solution:
def solution():
    #100 cats were at the Cat Convention
    cats_initial = 100
    #20 cats left
    cats_left = 20
    #15 more cats arrived
    cats_arrived = 15
    #The answer is
    result = cats_initial - cats_left + cats_arrived
    return result",division,0
26,"### Response: 
Question: The Power Rangers are each fighting an equal number of monsters. If there are a total of 35 monsters, how many monsters is each Power Ranger fighting?
Solution:
def solution():
    # There are a total of 35 monsters
    total_monsters = 35
    # There are 5 Power Rangers
    number_of_rangers = 5
    # Each Power Ranger is fighting an equal number of monsters
    monsters_per_ranger = total_monsters / number_of_rangers
    return monsters_per_ranger",division,1
27,"### Response: 
Question: A lacrosse team has 18 players. The coach divided them into 3 equal groups for a drill practice. If one group practices in the field, one group practices passing, and the remaining group practices shooting, how many players are in each group?

Solution:
def solution():
    # Total number of players on the lacrosse team
    total_players = 18
    # Number of groups the coach divides the players into
    number_of_groups = 3
    # Players in each group
    players_per_group = total_players // number_of_groups
    return players_per_group",division,1
28,"### Response: 
Question: LeBron James has 3000 points. He has 500 more points than the next highest scorer. How many points does the next highest scorer have?
Solution:
def solution():
    #LeBron James has 3000 points
    lebron_points = 3000
    #He has 500 more points than the next highest scorer
    next_highest_points = lebron_points - 500
    return next_highest_points",division,0
29,"### Response: 

Question: Super Mario has 24 mushrooms. He uses 3 mushrooms per level. How many levels can he play?

Solution:
def solution():
    #Super Mario has 24 mushrooms
    mushrooms_initial = 24
    #He uses 3 mushrooms per level
    mushrooms_per_level = 3
    #The answer is
    result = mushrooms_initial // mushrooms_per_level
    return result",division,1
30,"### Response: 
Question: Naruto ate 30 ramen noodles. He ate 10 noodles for lunch, 10 for dinner, and the rest for a midnight snack. How many noodles did he have for his midnight snack?

Solution:
def solution():
    # Naruto ate 30 ramen noodles
    total_noodles = 30
    # He ate 10 noodles for lunch and 10 for dinner
    lunch_noodles = 10
    dinner_noodles = 10
    # The answer is
    midnight_snack_noodles = total_noodles - lunch_noodles - dinner_noodles
    return midnight_snack_noodles",division,0
31,"### Response: 
Question: A 10-car train is 1000 feet long. A 20-car train is 2000 feet long. How many feet longer is the 20-car train per car than the 10-car train?

Solution:
def solution():
    # Length of 10-car train
    ten_car_train_length = 1000
    # Length of 20-car train
    twenty_car_train_length = 2000
    # Length difference per car
    length_difference_per_car = (twenty_car_train_length - ten_car_train_length) / 10
    return length_difference_per_car",division,0
32,"### Response: 
Question: 
There are 1000 planes in the air. 400 of them are in the United States, 300 of them are in Canada, and the rest are in Mexico. How many planes are in Mexico?
Solution:
def solution():
    # total number of planes
    total_planes = 1000
    # number of planes in the United States
    planes_in_US = 400
    # number of planes in Canada
    planes_in_Canada = 300
    # number of planes in Mexico
    planes_in_Mexico = total_planes - planes_in_US - planes_in_Canada
    return planes_in_Mexico

# Uncomment the line below to test the function
# print(solution())",division,0
33,"### Response: 
Question: Iron Man's suit of armor is made up of 24 pieces. He needs to divide the pieces into 4 piles of equal size. How many pieces will be in each pile?
Solution:
def solution():
    # Iron Man's suit of armor is made up of 24 pieces
    suit_pieces = 24
    # He needs to divide the pieces into 4 piles of equal size
    piles = 4
    # The answer is
    result = suit_pieces / piles
    return result",division,1
34,"### Response: 

Question:

Solution:

def solution():

    #

    return",division,0
35,"### Response: 

Question: Wonder Woman is in a battle with 1000 enemies. She can defeat 100 enemies per day. How many days does it take for her to defeat all the enemies?

Solution:

def solution():
    # number of enemies
    enemies = 1000
    # enemies she can defeat per day
    enemies_per_day = 100
    # number of days
    days = enemies / enemies_per_day
    return days",division,1
36,"### Response: 
Question: In Minecraft, a chest can hold 27 items. If a player has 2 chests and 121 items, how many items can they put in each chest?
Solution:
def solution():
    # A chest can hold 27 items
    chest_capacity = 27
    # A player has 2 chests and 121 items
    chests = 2
    items = 121
    # The number of items that can be put in each chest is
    items_per_chest = items / chests / chest_capacity
    # The answer is
    return items_per_chest",division,1
37,"### Response: 
Question: Captain Marvel can fly 1,000 miles in 2 hours. How far can she fly in 10 hours?
Solution:
def solution():
    #Captain Marvel's speed
    speed = 1000/2
    #Time
    time = 10
    #Distance = Speed*Time
    distance = speed * time
    return distance",division,0
38,"### Response: 
Question: 
A Pokémon has 80 HP (Hit Points) and it loses 10 HP every time it is attacked. How many attacks can it take before it is defeated?

Solution:
def solution():
    # define the initial HP and the HP lost per attack
    initial_hp = 80
    hp_lost_per_attack = 10

    # calculate the number of attacks
    num_attacks = initial_hp // hp_lost_per_attack

    return num_attacks
",division,1
39,"### Response: 
Question: Hello Kitty ate 1200 cookies. She ate 400 of them on Monday, 300 on Tuesday, and 200 on Wednesday. How many cookies did she eat on the other days of the week?
Solution:
def solution():
    #Total cookies eaten
    total_cookies = 1200
    #Cookies eaten on Monday
    cookies_monday = 400
    #Cookies eaten on Tuesday
    cookies_tuesday = 300
    #Cookies eaten on Wednesday
    cookies_wednesday = 200
    #Cookies eaten on the other days of the week
    cookies_other_days = total_cookies - cookies_monday - cookies_tuesday - cookies_wednesday
    return",division,0
40,"### Response: 
Question: 
In the Super Mario Bros. game, Mario can jump on a Goomba to kill it. 
If there are 100 Goombas and Mario can kill 10 Goombas per minute, how many minutes will it take for Mario to kill all the Goombas?
Solution:
def solution():
    # number of Goombas
    goombas = 100
    # number of Goombas Mario can kill per minute
    goombas_per_minute = 10
    # The answer is
    result = goombas / goombas_per_minute
    return result",division,1
41,"### Response: 
Question: 20 cars are parked in a parking lot. 10 of the cars are BMWs, 5 are Mercedes, and the rest are Hondas. How many Hondas are there?

Solution:
def solution():
    # total number of cars
    total_cars = 20
    # number of BMWs
    bmws = 10
    # number of Mercedes
    mercedes = 5
    # the answer is
    hondas = total_cars - bmws - mercedes
    return hondas",division,0
42,"### Response: 
Question: A 3-gallon tub of ice cream has 24 scoops. How many scoops are in 1.5 gallons of ice cream?
Solution:
def solution():
    # 1 gallon of ice cream has 24 scoops
    scoops_per_gallon = 24
    # 1.5 gallons of ice cream has
    scoops_1_5_gallons = scoops_per_gallon * 1.5
    # The answer is
    return scoops_1_5_gallons",division,0
43,"### Response: 
Question: A football team has 11 players. They have 300 yards to march down the field. If they march 20 yards every 2 minutes, how many minutes does it take for them to march the entire 300 yards?
Solution:
def solution():
    # The team has 300 yards to march
    total_yards = 300
    # They march 20 yards every 2 minutes
    yards_per_2_minutes = 20
    # The answer is
    result = total_yards / yards_per_2_minutes
    return result",division,1
44,"### Response: 
Question: Patrick Mahomes has 1000 yards of passing in a season. He has 500 yards in the first 3 games and 200 yards in each of the next 3 games. How many yards does he have in the last 3 games?

Solution:
def solution():
    # Total passing yards for the season
    total_yards = 1000
    # Yards in the first 3 games
    yards_first_3_games = 500
    # Yards in the next 3 games
    yards_next_3_games = 200*3
    # Yards in the last 3 games is
    yards_last_3_games = total_yards - yards_first_3_games - yards_next_3_games
    return yards_last_3_g",division,0
45,"### Response: 
Question: A volleyball team has 12 players. They are divided into 3 equal groups for a drill. If one group is on the court, one group is in the locker room, and the remaining group is in the gym, how many players are in each group?

Solution:
def solution():
    # Total number of players on the volleyball team
    total_players = 12
    # Number of groups the players are divided into
    number_of_groups = 3
    # Players in each group
    players_per_group = total_players // number_of_groups
    return players_per_group",division,1
46,"### Response: 
Question: The 5 Power Rangers are each 1000 feet tall. 
They are 10000 feet away from the Monster. 
How many hours does it take for the Power Rangers to get to the Monster 
if they each travel 1000 feet per hour?

Solution:
def solution():
    # 5 Power Rangers are each 1000 feet tall
    ranger_height = 1000
    # They are 10000 feet away from the Monster
    distance_to_monster = 10000
    # They each travel 1000 feet per hour
    ranger_speed = 1000
    # The answer is
    result = distance_to_monster / ranger_speed
    return result",division,1
47,"### Response: 
Question: There are 5 Power Rangers. They each have 10 Dinozords. How many Dinozords do the Power Rangers have in total?

Solution:
def solution():
    # There are 5 Power Rangers
    number_of_rangers = 5
    # Each Power Ranger has 10 Dinozords
    dinozords_per_ranger = 10
    # The total number of Dinozords is
    total_dinozords = number_of_rangers * dinozords_per_ranger
    return total_dinozords",division,0
48,"### Response: 
Question: A 3-gallon tub of ice cream has 24 scoops. How many scoops are in 6 1-gallon tubs of ice cream?
Solution:
def solution():
    #1 gallon of ice cream has 24/3 scoops
    scoops_per_gallon = 24/3
    #6 1-gallon tubs of ice cream have
    scoops_in_6_tubs = 6 * scoops_per_gallon
    return scoops_in_6_tubs",division,0
49,"### Response: 
Question: A soccer team has 30 players. The team is divided into 3 groups of 10 players each. 2 players from each group are selected to be the captains. How many captains are there in total?
Solution:
def solution():
    # number of players in the team
    total_players = 30
    # number of players in each group
    players_per_group = 10
    # number of groups
    groups = 3
    # number of captains per group
    captains_per_group = 2
    # total number of captains
    total_captains = captains_per_group * groups
    return total_captains",division,0
50,"### Response: 
Question: 
There are 60 pizza slices in a pizza. 
If 4 Ninja Turtles (Leonardo, Raphael, Donatello, and Michelangelo) each ate 10 pizza slices, how many slices of pizza are left?

Solution:
def solution():
    # total pizza slices
    total_slices = 60
    # slices eaten by each turtle
    slices_per_turtle = 10
    # number of turtles
    num_turtles = 4
    # slices eaten
    slices_eaten = slices_per_turtle * num_turtles
    # slices left
    slices_left = total_slices - slices_eaten
    return slices_left",division,0
51,"### Response: 
Question: A train is 300 miles long. It is traveling from New York to Los Angeles, a distance of 2700 miles. If the train travels at a speed of 50 miles per hour, how many hours will it take to reach its destination?
Solution:
def solution():
    #The train is 300 miles long
    train_length = 300
    #It is traveling from New York to Los Angeles, a distance of 2700 miles
    distance = 2700
    #If the train travels at a speed of 50 miles per hour
    speed = 50
    #The number of hours it will take to reach its destination is
    result = distance / speed
    return result",division,1
52,"### Response: 
Question: Naruto has 1000 ramen noodles. He eats 100 ramen noodles a day. How many days will his ramen noodles last?
Solution:
def solution():
    #Naruto has 1000 ramen noodles
    ramen_noodles = 1000
    #He eats 100 ramen noodles a day
    ramen_noodles_per_day = 100
    #The answer is
    result = ramen_noodles / ramen_noodles_per_day
    return result",division,1
53,"### Response: 

Question: A 1.5-quart container of ice cream has 500 calories. 
How many calories are in 1/10 of a quart of ice cream?

Solution:
def solution():
    # 1.5 quarts of ice cream has 500 calories
    calories_in_1_5_quarts = 500
    # 1/10 of a quart is 0.1 quarts
    quarts_we_are_measuring = 0.1
    # The calories in 1/10 of a quart of ice cream is
    calories_in_1_10_quart = (calories_in_1_5_quarts / 1.5) * quarts_we_are_measuring
    return calories_in_",division,0
54,"### Response: 

Question: The 2022 NBA Finals were a best-of-seven series. The Golden State Warriors and the Boston Celtics each won 3 games. How many more games does the Warriors have to win to be the champion?

Solution:
def solution():
    # The 2022 NBA Finals were a best-of-seven series.
    # The Golden State Warriors and the Boston Celtics each won 3 games.
    # The answer is
    games_to_win = 7 - 3
    return games_to_win",division,0
55,"### Response: 
Question: Patrick Mahomes has 2000 passing yards. He has 1000 more passing yards than rushing yards. How many rushing yards does he have?

Solution:
def solution():
    #Patrick Mahomes has 2000 passing yards
    passing_yards = 2000
    #He has 1000 more passing yards than rushing yards
    rushing_yards = passing_yards - 1000
    #The answer is
    return rushing_yards",division,0
56,"### Response: 
Question: Pikachu has 1000 Pikachu-shaped cookies. He ate 200 of them. How many cookies does he have left?
Solution:
def solution():
    # Pikachu has 1000 Pikachu-shaped cookies
    total_cookies = 1000
    # He ate 200 of them
    ate_cookies = 200
    # The answer is
    result = total_cookies - ate_cookies
    return result",division,0
57,"### Response: 
Question: The New England Patriots are a football team. They have 500 rushing yards. 200 of those yards were from the quarterback, 150 of those yards were from the running back, and the rest of the yards were from the wide receivers. How many rushing yards did the wide receivers have?
Solution:
def solution():
    #The New England Patriots have 500 rushing yards
    rushing_yards = 500
    #200 of those yards were from the quarterback
    quarterback_yards = 200
    #150 of those yards were from the running back
    running_back_yards = 150
    #The answer is
    wide_receiver_yards = rushing_yards - quarterback_yards - running_back_yards
    return",division,0
58,"### Response: 
Question: Thor, the God of Thunder, is 6000 years old. 1000 years on Asgard is the same as 10 years on Earth. How old is Thor in Earth years?
Solution:
def solution():
    #Thor is 6000 years old
    thor_age_asgard = 6000
    #1000 years on Asgard is the same as 10 years on Earth
    asgard_to_earth_ratio = 1000 / 10
    #The answer is
    result = thor_age_asgard / asgard_to_earth_ratio
    return result",division,1
59,"### Response: 
Question: Batman has 1000 batarangs. He uses 200 batarangs per night. How many nights will his batarangs last?
Solution:
def solution():
    #Batman has 1000 batarangs
    batarangs_initial = 1000
    #He uses 200 batarangs per night
    batarangs_per_night = 200
    #The answer is
    result = batarangs_initial / batarangs_per_night
    return result",division,1
60,"### Response: 
Question: A basketball team has 12 players. The coach divided them into 3 equal groups for a scrimmage. If one group is on offense, one group is on defense, and the remaining group is on the bench, how many players are on the bench?
Solution:
def solution():
    # Total number of players on the basketball team
    total_players = 12
    # Number of groups the coach divides the players into
    number_of_groups = 3
    # Players in each group
    players_per_group = total_players // number_of_groups
    # Players on the bench
    players_on_bench = players_per_group
    return players_on_bench",division,1
61,"### Response: 
Question: Captain America is 6'2"" tall. 1 inch is 2.54 cm. How many cm is Captain America tall?
Solution:
def solution():
    #Captain America is 6'2"" tall
    height_in_feet = 6.2
    #1 inch is 2.54 cm
    conversion_factor = 2.54
    #The height in cm is
    height_in_cm = height_in_feet * 12 * conversion_factor
    return height_in_cm",division,0
62,"### Response: 
Question: The Mighty Morphin Power Rangers are a team of 5. 
They are each 1.5 meters tall. 
How tall is the team when they stand on each other's shoulders?

Solution:
def solution():
    # number of Power Rangers
    num_rangers = 5
    # height of each Power Ranger
    height_per_ranger = 1.5
    # The answer is
    result = num_rangers * height_per_ranger
    return result",division,0
63,"### Response: 
Question: 
Solution:
def solution():
    # total number of cookies
    total_cookies = 120
    # number of friends
    friends = 4
    # The answer is
    result = total_cookies / friends
    return result",division,1
64,"### Response: 
Question: The cheerleading squad has 20 members. During practice, they split into 4 groups of equal size. How many members are in each group?
Solution:
def solution():
    #The cheerleading squad has 20 members
    squad_members = 20
    #They split into 4 groups
    groups = 4
    #Each group has
    members_per_group = squad_members / groups
    #The answer is
    result = members_per_group
    return result",division,1
65,"### Response: 
Question: Patrick Mahomes has 10000 dollars. He spends 2000 dollars on a new car and 3000 dollars on a new house. How much money does he have left?
Solution:
def solution():
    # Patrick Mahomes has 10000 dollars
    money_initial = 10000
    # He spends 2000 dollars on a new car
    money_spent_on_car = 2000
    # He spends 3000 dollars on a new house
    money_spent_on_house = 3000
    # The answer is
    result = money_initial - money_spent_on_car - money_spent_on_house
    return result",division,0
66,"### Response: 
Question: Iron Man has 500 repulsor blasts. He uses 100 repulsor blasts per day. How many days can Iron Man use his repulsor blasts?
Solution:
def solution():
    #Iron Man has 500 repulsor blasts
    blasts_initial = 500
    #He uses 100 repulsor blasts per day
    blasts_per_day = 100
    #The answer is
    result = blasts_initial // blasts_per_day
    return result",division,1
67,"### Response: 
Question: Wonder Woman is in a battle. She has 100 lassos and she lassos 10 enemies with each lasso. How many lassos does she have left?
Solution:
def solution():
    # Wonder Woman has 100 lassos
    lassos = 100
    # She lassos 10 enemies with each lasso
    enemies_per_lasso = 10
    # The number of lassos she has left is
    lassos_left = lassos // enemies_per_lasso
    return lassos_left",division,1
68,"### Response: 
Question: 100 cars are in a parking lot. 50 of the cars are BMWs. 25 of the cars are Teslas. 15 of the cars are Mercedes. 10 of the cars are Audi. How many of the cars are not BMWs, Teslas, Mercedes, or Audis?
Solution:
def solution():
    # Total number of cars
    total_cars = 100
    # Number of BMWs
    bmws = 50
    # Number of Teslas
    teslas = 25
    # Number of Mercedes
    mercedes = 15
    # Number of Audis
    audis = 10
    # The answer is
    result = total_cars - bmws - teslas - mercedes - audis
    return",division,0
69,"### Response: 
Question: 4 Ninja Turtles are eating pizza. They each ate 2 slices of pizza. How many slices of pizza are left if there were 16 slices of pizza to begin with?
Solution:
def solution():
    #4 Ninja Turtles are eating pizza
    ninja_turtles = 4
    #They each ate 2 slices of pizza
    slices_per_ninja_turtle = 2
    #There were 16 slices of pizza to begin with
    slices_of_pizza = 16
    #The answer is
    result = slices_of_pizza - (ninja_turtles * slices_per_ninja_turtle)
    return result",division,0
70,"### Response: 
Question: Batman has 12 Batarangs. He uses 3 on each of his 4 missions. How many Batarangs does he have left?
Solution:
def solution():
    #Batman has 12 Batarangs
    batarangs_total = 12
    #He uses 3 on each of his 4 missions
    batarangs_used_per_mission = 3
    #He has
    batarangs_left = batarangs_total - (batarangs_used_per_mission * 4)
    return batarangs_left",division,0
71,"### Response: 
Question: Captain America is in a battle. He has 120 vibranium shields and he uses 10 vibranium shields per day. How many days will the vibranium shields last?

Solution:
def solution():
    #Captain America has 120 vibranium shields
    vibranium_shields = 120
    #He uses 10 vibranium shields per day
    vibranium_shields_per_day = 10
    #The vibranium shields will last for
    days = vibranium_shields // vibranium_shields_per_day
    return days",division,1
72,"### Response: 

Question: 100 cars are in a parking lot. 10 of the cars are red, 20 of the cars are blue, and the rest are black. How many of the cars are black?

Solution:
def solution():
    #Total number of cars
    total_cars = 100
    #Number of red cars
    red_cars = 10
    #Number of blue cars
    blue_cars = 20
    #Number of black cars is
    black_cars = total_cars - red_cars - blue_cars
    return black_cars",division,0
73,"### Response: 
Question: 
Solution:
def solution():
    #The answer is
    result = 
    return result",division,0
74,"### Response: 
Question: Hello Kitty has 1200 pencils. She gives 200 pencils to her 4 best friends. How many pencils does each friend get?

Solution:
def solution():
    #Hello Kitty has 1200 pencils
    pencils_hello_kitty = 1200
    #She gives 200 pencils to her 4 best friends
    pencils_given = 200
    #How many pencils does each friend get. The answer is
    result = pencils_given / 4
    return result",division,0
75,"### Response: 
Question: Hello Kitty has 12 pencils. She has 3 notebooks and she wants to have 4 pencils in each notebook. How many pencils will she have left?
Solution:
def solution():
    # Hello Kitty has 12 pencils
    pencils_total = 12
    # She has 3 notebooks and she wants to have 4 pencils in each notebook
    notebooks = 3
    pencils_per_notebook = 4
    # She will have
    result = pencils_total - (notebooks * pencils_per_notebook)
    return result",division,0
76,"### Response: 
Question: There are 1200 people in a stadium. 1/4 of the people are wearing red, 1/5 of the people are wearing blue, and the rest are wearing green. How many people are wearing green?

Solution:
def solution():
    #Total number of people in the stadium
    total_people = 1200
    #1/4 of the people are wearing red
    red_people = total_people / 4
    #1/5 of the people are wearing blue
    blue_people = total_people / 5
    #The rest are wearing green
    green_people = total_people - red_people - blue_people
    #The answer is
    return green_people",division,0
